procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 1111872 188802368  30308 772543104    0    0     0  1562 19095 14580  4  0 96  0  0
 7  0 1111872 188804016  30308 772543104    0    0     0     0 12032 5250  3  0 97  0  0
 7  0 1111872 188790512  30308 772543104    0    0     0    89 16554 6404  4  0 96  0  0
 6  0 1111872 188789904  30308 772543104    0    0     0   116 15815 8186  4  0 96  0  0
133  0 1111872 188802832  30308 772543104    0    0     0     0 12616 5605  3  0 97  0  0
 6  0 1111872 188802624  30308 772543104    0    0     0     0 14064 6613  3  0 96  0  0
 7  0 1111872 188803648  30308 772543104    0    0     0     0 11697 4846  3  0 97  0  0
 7  0 1111872 188803184  30308 772543104    0    0     0   594 14519 5243  4  0 96  0  0
 6  0 1111872 188801344  30308 772543104    0    0     0   212 12502 5916  3  0 97  0  0
 6  0 1111872 188801264  30308 772543104    0    0     0     0 12187 5190  3  0 97  0  0
 6  0 1111872 188802240  30308 772543104    0    0     0     0 21183 4954  4  0 96  0  0
 7  0 1111872 188802720  30308 772543104    0    0     0   469 11193 4972  3  0 97  0  0
 6  0 1111872 188789248  30308 772543104    0    0     0    67 15870 5482  4  0 96  0  0
 6  0 1111872 188789056  30308 772543104    0    0     0  2588 20289 6410  3  0 97  0  0
 6  0 1111872 188788832  30308 772543104    0    0     0    18 12672 5129  3  0 97  0  0
 7  0 1111872 188789248  30308 772543104    0    0     0     0 13576 5256  4  0 96  0  0
 6  0 1111872 188789120  30308 772543104    0    0     0     0 11108 4226  3  0 97  0  0
 6  0 1111872 188788320  30308 772543616    0    0     0     7 13809 7406  4  0 96  0  0
 6  0 1111872 188795360  30308 772543104    0    0     0  2007 11974 5398  3  0 97  0  0
 6  0 1111872 188701296  30308 772543168    0    0     4   266 15086 6811  4  0 96  0  0
 6  0 1111872 188699600  30308 772543168    0    0    56    80 71613 14520 17  0 82  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 188474080  30308 772543296    0    0    64     0 139461 17819 21  0 79  0  0
 6  0 1111872 187558736  30308 772543296    0    0    72    17 242921 16461 38  1 61  0  0
 7  0 1111872 188083248  30308 772543360    0    0     0     5 17091 6936  5  0 95  0  0
 6  0 1111872 188082144  30308 772543360    0    0     0   388 12537 5400  3  0 96  0  0
 6  0 1111872 188081904  30308 772543360    0    0     0     0 14015 5259  4  0 96  0  0
 6  0 1111872 188056624  30308 772543360    0    0     0     0 11465 4264  3  0 97  0  0
 6  0 1111872 188088848  30308 772543360    0    0     0     0 11876 4634  3  0 97  0  0
 6  0 1111872 187636176  30308 772647168    0    0     0     0 13517 4916  3  0 96  0  0
 8  0 1111872 188088432  30308 772543680    0    0     0 173692 16215 6770  3  0 97  0  0
 6  0 1111872 188088544  30308 772543424    0    0     0     2 12555 4725  4  0 96  0  0
 6  0 1111872 188088608  30308 772543424    0    0     0     0 12118 4363  3  0 96  0  0
 7  0 1111872 188078992  30308 772543424    0    0     0    12 18738 4600  3  0 97  0  0
 6  0 1111872 188079312  30308 772543424    0    0     0     0 16182 6555  4  0 96  0  0
 6  0 1111872 188079408  30308 772543424    0    0     0 175717 12543 5352  3  0 97  0  0
 6  0 1111872 188078016  30308 772543424    0    0     0     3 11980 4469  3  0 96  0  0
 6  0 1111872 188078112  30308 772543424    0    0     0     0 14442 6211  4  0 96  0  0
 6  0 1111872 188077056  30308 772543424    0    0     0     0 11880 4756  3  0 97  0  0
 7  0 1111872 188076080  30308 772543424    0    0     0    41 13444 6464  3  0 96  0  0
 6  0 1111872 188077024  30308 772543488    0    0     0    32 12865 5181  4  0 96  0  0
 6  0 1111872 188076416  30308 772543488    0    0     0    74 11416 4258  3  0 97  0  0
 7  0 1111872 188077104  30308 772543488    0    0     0   483 11900 4710  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 188076992  30308 772543488    0    0     0     3 13492 4697  4  0 96  0  0
 6  0 1111872 188070624  30308 772543488    0    0     8    25 80942 6020  5  0 95  0  0
 6  0 1111872 188059808  30308 772543488    0    0    60  6876 359652 20407 22  1 77  0  0
133  0 1111872 188057920  30308 772543488    0    0    76    61 153013 17376 18  0 81  0  0
 6  0 1111872 188056464  30308 772543680    0    0    52     0 128405 11781 25  1 74  0  0
 6  0 1111872 188056112  30308 772543680    0    0     0    10 12107 4660  3  0 96  0  0
 7  0 1111872 188066688  30308 772543680    0    0     0     0 12246 4436  3  0 97  0  0
 6  0 1111872 188063360  30308 772543680    0    0     0  2090 12869 5965  4  0 96  0  0
 7  0 1111872 188063504  30308 772543680    0    0     0     0 13356 4314  4  0 96  0  0
 6  0 1111872 188062832  30308 772543680    0    0     0     0 12619 4642  4  0 96  0  0
 7  0 1111872 188063872  30308 772543680    0    0     0     0 12166 6013  3  0 97  0  0
 6  0 1111872 188057440  30308 772543680    0    0     0     0 13467 5197  3  0 97  0  0
 6  0 1111872 188388976  30308 772544704    0    0     0     0 18366 12970  2  0 97  0  0
 6  0 1111872 188092688  30308 772544704    0    0     0  1627 34790 23461  2  1 97  0  0
 7  0 1111872 188095200  30308 772544768    0    0     0     0 17426 16762  3  0 96  0  0
 7  0 1111872 188093280  30308 772544768    0    0     0     0 20874 17152  4  1 95  0  0
 7  0 1111872 188092176  30308 772544768    0    0     0     0 18199 17429  3  0 96  0  0
10  0 1111872 188092032  30308 772544768    0    0     0     0 19786 15055  4  0 96  0  0
 6  0 1111872 188090384  30308 772544768    0    0     0  3110 18049 15475  3  0 96  0  0
 6  0 1111872 188092768  30308 772544768    0    0     0    94 12550 5367  4  0 96  0  0
 6  0 1111872 188091728  30308 772544768    0    0     0    15 11141 4460  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 1111872 188100640  30308 772544768    0    0     0     0 16570 6310  3  0 97  0  0
 6  0 1111872 188102928  30308 772544768    0    0     0     0 18644 6184  4  0 96  0  0
14  0 1111872 188107776  30308 772544768    0    0    40     0 37773 12031 11  0 89  0  0
133  0 1111872 188108800  30308 772544896    0    0    80   116 70235 15208 19  0 81  0  0
134  0 1111872 188089808  30308 772544896    0    0    60   632 53118 15126 17  0 83  0  0
 6  0 1111872 188060784  30308 772544960    0    0     8     0 501104 8227 27  1 72  0  0
 6  0 1111872 188078368  30308 772544960    0    0     0     0 11849 7099  3  0 97  0  0
 7  0 1111872 188078128  30308 772544960    0    0     0     0 35897 4703  4  0 96  0  0
 6  0 1111872 188076800  30308 772544960    0    0     0   180 15772 4474  4  0 96  0  0
 6  0 1111872 188076640  30308 772544960    0    0     0   401 13153 4697  3  0 96  0  0
 6  0 1111872 188062016  30308 772545024    0    0     0    72 16590 5654  4  0 96  0  0
 7  0 1111872 188063520  30308 772545024    0    0     0  1195 12228 5616  3  0 97  0  0
 6  0 1111872 188064256  30308 772545024    0    0     0     0 11088 4342  3  0 97  0  0
 6  0 1111872 188063520  30308 772545024    0    0     0     0 14777 4955  4  0 95  0  0
 6  0 1111872 188063760  30308 772545024    0    0     0  2016 11720 4823  3  0 97  0  0
 6  0 1111872 188077904  30308 772545024    0    0     0     0 12345 4504  3  0 97  0  0
 7  0 1111872 187444752  30308 772826112    0    0     0 347910 18278 5233  4  0 96  0  0
 6  0 1111872 188074112  30308 772545024    0    0     0    96 11827 5416  3  0 97  0  0
 6  0 1111872 188072576  30308 772545024    0    0     0     0 12149 4991  3  0 96  0  0
 7  0 1111872 188074304  30308 772545024    0    0     0     0 13551 6136  4  0 96  0  0
 6  0 1111872 188073792  30308 772545024    0    0     0     0 14190 4494  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 188073760  30308 772545024    0    0     0   207 13625 4853  3  0 96  0  0
 6  0 1111872 188072288  30308 772545024    0    0     0    35 13773 7621  4  0 96  0  0
 6  0 1111872 188072064  30308 772545024    0    0     0     0 15920 5053  4  0 96  0  0
 6  0 1111872 188072448  30308 772545024    0    0     0     0 15152 5064  4  0 96  0  0
 7  0 1111872 188071008  30308 772545024    0    0     0     0 13143 4647  3  0 96  0  0
 6  0 1111872 188070576  30308 772545024    0    0     8     0 27148 6528  5  0 95  0  0
133  0 1111872 188070016  30308 772545152    0    0    76    82 174190 16083 17  1 82  0  0
 7  0 1111872 188068976  30308 772545216    0    0    80     0 68522 15653 17  0 82  0  0
133  0 1111872 187500304  30308 772545280    0    0    80    12 91655 15134 24  1 75  0  0
 6  0 1111872 188066432  30308 772545344    0    0     0  1600 40555 6238  7  0 93  0  0
 6  0 1111872 188065792  30308 772545344    0    0     0     0 15924 5813  3  0 97  0  0
 6  0 1111872 188066640  30308 772545344    0    0     0    16 12608 5662  4  0 96  0  0
 6  0 1111872 188037984  30308 772545344    0    0     0     0 12795 4794  4  0 96  0  0
 6  0 1111872 188038752  30308 772545344    0    0     0     0 12913 5242  3  0 96  0  0
 6  0 1111872 188038272  30308 772545344    0    0     0    50 13415 5147  4  0 96  0  0
 6  0 1111872 188038272  30308 772545344    0    0     0    80 12474 5968  3  0 97  0  0
 6  0 1111872 188038256  30308 772545344    0    0     0     0 12827 4866  3  0 96  0  0
 6  0 1111872 188038208  30308 772545344    0    0     0     0 13101 5414  4  0 96  0  0
 6  0 1111872 188037376  30308 772545344    0    0     0   523 13105 4863  3  0 96  0  0
 6  0 1111872 188038912  30308 772545344    0    0     0   157 12747 6563  3  0 97  0  0
134  0 1111872 188038304  30308 772545344    0    0     0  8585 18345 8129  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 188037888  30308 772545408    0    0     0    88 12377 5277  3  0 97  0  0
 6  0 1111872 188038544  30308 772545408    0    0     0     0 10803 4535  3  0 97  0  0
 6  0 1111872 188039024  30308 772545408    0    0     0    10 14338 5413  4  0 96  0  0
 7  0 1111872 188047424  30308 772545408    0    0     0     0 11727 4926  3  0 97  0  0
 6  0 1111872 188042144  30308 772545408    0    0     0   261 16083 6037  3  0 97  0  0
 6  0 1111872 188044880  30308 772545472    0    0     0    21 19360 11948  3  0 97  0  0
 6  0 1111872 188307296  30308 772546368    0    0     0     0 11111 4204  2  0 97  0  0
 7  0 1111872 187974256  30308 772546432    0    0     0     0 14254 4561  3  0 97  0  0
 7  0 1111872 187973104  30308 772546432    0    0     0     0 19254 5013  3  0 97  0  0
18  0 1111872 187918208  30308 772546432    0    0     0   105 25119 16141  4  0 95  0  0
 6  0 1111872 187938880  30308 772546496    0    0     0  1356 30869 23039  4  1 96  0  0
 8  0 1111872 187939008  30308 772546496    0    0     0     0 17157 17789  3  0 96  0  0
 6  0 1111872 187937152  30308 772546496    0    0     0  1778 22008 17890  4  0 95  0  0
 7  0 1111872 187937504  30308 772546496    0    0     8     0 121888 20167 10  1 89  0  0
134  0 1111872 187935552  30308 772546560    0    0    76     0 117447 26722 22  1 77  0  0
 6  0 1111872 187936432  30308 772546688    0    0   124   188 131292 21887 23  1 77  0  0
 6  0 1111872 187935488  30308 772546688    0    0     4    86 631856 10342 37  1 62  0  0
 6  0 1111872 187935776  30308 772546688    0    0     0   155 32461 4806  4  0 96  0  0
 7  0 1111872 187947040  30308 772546688    0    0     0     0 12371 5267  3  0 97  0  0
 6  0 1111872 187947232  30308 772546688    0    0     0     0 15999 6059  3  0 96  0  0
 6  0 1111872 187951744  30308 772546688    0    0     0    16 19798 7500  5  0 95  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 187972832  30308 772546752    0    0     0  1508 13221 6314  3  0 96  0  0
 6  0 1111872 187972704  30308 772546752    0    0     0     0 20095 4950  4  0 96  0  0
 6  0 1111872 187972624  30308 772546752    0    0     0   633 21738 5098  4  0 96  0  0
 6  0 1111872 187670400  30308 772546752    0    0     0     3 11327 4681  3  0 97  0  0
 6  0 1111872 187972704  30308 772546752    0    0     0 347782 18526 5789  4  0 96  0  0
 7  0 1111872 187972560  30308 772546752    0    0     0    50 12205 4539  4  0 96  0  0
 6  0 1111872 187965440  30308 772546752    0    0     0   404 11475 4546  3  0 97  0  0
 7  0 1111872 187963616  30308 772546752    0    0     0    27 12536 4854  4  0 96  0  0
 6  0 1111872 187935664  30308 772546752    0    0     0  2847 13072 4781  4  0 96  0  0
 6  0 1111872 187935984  30308 772546752    0    0     0     0 16323 5678  4  0 96  0  0
 6  0 1111872 187957520  30308 772546752    0    0     0     0 11376 4384  3  0 97  0  0
 6  0 1111872 191405840  30308 772546752    0    0     0    10 27994 5842  3  0 97  0  0
70  0 1111872 192132224  30308 772529600    0    0     0   188 26363 6951  4  2 95  0  0
 6  0 1111872 192044096  30308 772529600    0    0     0     0 16850 4797  3  2 95  0  0
133  0 1111872 191968544  30308 772529600    0    0     0   101 37799 6550  7  0 93  0  0
 6  0 1111872 191865328  30308 772529664    0    0    84     0 115877 16852 20  1 79  0  0
133  0 1111872 191804128  30308 772529792    0    0    80     0 72014 17124 20  0 80  0  0
 8  0 1111872 191473824  30308 772529856    0    0    52   229 95750 13515 24  1 75  0  0
 6  0 1111872 191143408  30308 772529856    0    0     0     3 11610 4535  3  0 97  0  0
 6  0 1111872 190355936  30308 772529856    0    0     0    80 17166 6291  4  0 96  0  0
 6  0 1111872 191315120  30308 772529920    0    0     0  2186 11874 4583  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 190930368  30308 772529920    0    0     0    18 12111 4337  3  0 96  0  0
 6  0 1111872 190385072  30308 772539968    0    0     0    14 16342 6615  4  0 96  0  0
 6  0 1111872 189231264  30308 772546752    0    0     0     0 13128 5362  3  0 96  0  0
 6  0 1111872 187957440  30308 772547072    0    0     0   140 12099 5581  3  0 97  0  0
 6  0 1111872 187922096  30308 772547072    0    0     0   150 13321 4617  4  0 96  0  0
 7  0 1111872 187922944  30308 772547072    0    0     0    28 11210 4453  3  0 97  0  0
 6  0 1111872 187922880  30308 772547072    0    0     0     0 12697 4655  3  0 96  0  0
 6  0 1111872 187919872  30308 772547584    0    0     0     0 13792 5052  4  0 96  0  0
 6  0 1111872 187920816  30308 772547136    0    0     0     0 17467 6023  4  0 96  0  0
134  0 1111872 187921344  30308 772547136    0    0     0     0 11897 4496  3  0 97  0  0
 6  0 1111872 187920480  30308 772547136    0    0     0  1992 12330 4809  4  0 96  0  0
 6  0 1111872 187919312  30308 772547136    0    0     0    56 11515 4387  3  0 97  0  0
 6  0 1111872 187919360  30308 772547136    0    0     0     0 12593 4557  4  0 96  0  0
 6  0 1111872 187919488  30308 772547136    0    0     0     0 11482 5260  3  0 97  0  0
 6  0 1111872 187918816  30308 772547136    0    0     0     0 12227 4524  3  0 97  0  0
 6  0 1111872 187918704  30308 772547136    0    0     0   619 13032 4911  4  0 96  0  0
 6  0 1111872 187918752  30308 772547136    0    0     0    66 16661 4629  3  0 97  0  0
 6  0 1111872 187918752  30308 772547136    0    0     0  5765 17111 4836  3  0 97  0  0
 6  0 1111872 187918240  30308 772547200    0    0    60    50 359912 15943 16  1 83  0  0
 6  0 1111872 187918352  30308 772547200    0    0    60     0 307233 14406 16  1 83  0  0
 6  0 1111872 187927152  30308 772547328    0    0    80   130 244009 16571 16  1 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 1111872 187928032  30308 772547392    0    0    20   159 949073 9414 33  1 66  0  0
 6  0 1111872 187957120  30308 772547392    0    0     0     3 12760 6479  4  0 96  0  0
 7  0 1111872 187954688  30308 772547392    0    0     0     0 10999 4996  3  0 97  0  0
 7  0 1111872 187954832  30308 772547392    0    0     0     0 10696 4275  3  0 97  0  0
 7  0 1111872 187952256  30308 772547392    0    0     0   188 14713 4966  4  0 96  0  0
 7  0 1111872 187951360  30308 772547392    0    0     0     0 11871 4762  3  0 97  0  0
 7  0 1111872 187925296  30308 772547392    0    0     0  1945 31476 21974  4  1 96  0  0
 7  0 1111872 188256832  30308 772548480    0    0     0    79 29746 27498  2  1 97  0  0
 7  0 1111872 187984624  30308 772548608    0    0     0     0 20346 16492  2  1 97  0  0
 7  0 1111872 187986864  30308 772548608    0    0     0  1330 18648 17348  3  0 96  0  0
 7  0 1111872 187978560  30308 772548608    0    0     0    18 18031 12222  4  0 96  0  0
 6  0 1111872 187985952  30308 772548608    0    0     0     0 21347 15264  3  0 96  0  0
 6  0 1111872 187581920  30308 772603008    0    0     0   210 14477 6410  3  0 96  0  0
 6  0 1111872 187984896  30308 772548608    0    0     0 347870 22275 6503  3  0 97  0  0
134  0 1111872 187984368  30308 772548608    0    0     0    12 13685 5576  4  0 96  0  0
 6  0 1111872 187993760  30308 772548608    0    0     0     0 12740 5338  3  0 97  0  0
 6  0 1111872 187995952  30308 772551360    0    0     0     0 14026 8196  3  0 97  0  0
 7  0 1111872 187995264  30308 772551360    0    0     0     0 13956 6390  4  0 96  0  0
 6  0 1111872 187997392  30308 772551360    0    0     0   630 15994 6524  3  0 97  0  0
 6  0 1111872 187968000  30308 772551360    0    0     0    19 10793 4464  3  0 97  0  0
 6  0 1111872 187969056  30308 772551360    0    0     0     0 12737 5498  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 1111872 187968048  30308 772551360    0    0     0     0 11263 4968  3  0 97  0  0
 7  0 1111872 187969136  30308 772551360    0    0     0     0 11136 4808  3  0 97  0  0
 6  0 1111872 187968832  30308 772551360    0    0    36    18 146827 11054  9  0 90  0  0
132  1 1111872 187969152  30308 772551488    0    0    84   517 180777 15384 16  0 83  0  0
 6  0 1111872 187969104  30308 772551552    0    0    72    16 115589 14072 16  0 83  0  0
 6  0 1111872 187923648  30308 772551680    0    0    68  2341 128180 13702 25  1 75  0  0
 6  0 1111872 187920544  30308 772551680    0    0     0    18 12794 5206  4  0 96  0  0
 6  0 1111872 187916928  30308 772551680    0    0     0     0 13254 6081  3  0 97  0  0
 7  0 1111872 187929056  30308 772551680    0    0     0    12 12882 5249  4  0 96  0  0
 7  0 1111872 187930432  30308 772551680    0    0     0  6724 13095 5388  4  0 96  0  0
 6  0 1111872 187930336  30308 772551680    0    0     0     0 19290 4776  3  0 97  0  0
 6  0 1111872 187926304  30308 772551680    0    0     0    70 13041 7084  4  0 96  0  0
 6  0 1111872 187925216  30308 772551680    0    0     0     0 11519 5867  3  0 97  0  0
 6  0 1111872 187924800  30308 772551680    0    0     0   142 11649 4928  3  0 97  0  0
 6  0 1111872 187924768  30308 772551680    0    0     0     0 12818 5227  4  0 96  0  0
 6  0 1111872 187925264  30308 772551680    0    0     0   116 12276 4298  3  0 97  0  0
 7  0 1111872 187930784  30308 772551680    0    0     0     0 14738 6987  3  0 97  0  0
 6  0 1111872 187921984  30308 772551680    0    0     0     0 16465 6151  4  0 96  0  0
 6  0 1111872 187922176  30308 772551680    0    0     0   110 11491 4752  3  0 97  0  0
 6  0 1111872 187923216  30308 772551680    0    0     0     0 11373 4642  3  0 97  0  0
 6  0 1111872 187921600  30308 772551680    0    0     0   220 12795 5247  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 187922048  30308 772551680    0    0     0     0 11997 5186  3  0 97  0  0
134  0 1111872 187922160  30308 772551680    0    0     0     0 12027 5279  3  0 97  0  0
 7  0 1111872 187957504  30308 772551744    0    0     0    14 12350 4958  3  0 97  0  0
 7  0 1111872 187952048  30308 772551744    0    0     0    12 15854 6321  3  0 97  0  0
 6  0 1111872 187951936  30308 772551744    0    0     0  2004 20412 4579  4  0 96  0  0
 7  0 1111872 187951680  30308 772551744    0    0     0     0 10949 4321  3  0 97  0  0
 7  0 1111872 187949472  30308 772551744    0    0     0    21 24858 7178  3  0 96  0  0
 6  0 1111872 187950304  30308 772551744    0    0    44     3 203933 10880 12  0 88  0  0
 6  0 1111872 187949184  30308 772551744    0    0    60    49 189370 16093 16  0 83  0  0
 6  0 1111872 187948416  30308 772551936    0    0    96  2926 146446 15468 18  0 81  0  0
133  0 1111872 187405424  30308 772552000    0    0    40    18 863775 12811 38  1 61  0  0
 7  0 1111872 187943776  30308 772552000    0    0     0     0 79592 6113  9  0 90  0  0
 7  0 1111872 187944000  30308 772552000    0    0     0   429 12882 4673  4  0 96  0  0
 7  0 1111872 187943936  30308 772552000    0    0     0    90 11354 4542  3  0 97  0  0
11  0 1111872 187943936  30308 772552000    0    0     0   267 12814 5096  4  0 96  0  0
 6  0 1111872 187943808  30308 772552000    0    0     0  6413 11805 4933  3  0 97  0  0
 6  0 1111872 187943568  30308 772552000    0    0     0     0 11323 5043  3  0 97  0  0
 6  0 1111872 187947328  30308 772552000    0    0     0    10 17283 5239  4  0 96  0  0
 6  0 1111872 187947392  30308 772552000    0    0     0   142 11490 4693  3  0 97  0  0
 7  0 1111872 187934976  30308 772552000    0    0     0   227 12334 5962  3  0 97  0  0
 6  0 1111872 187934976  30308 772552000    0    0     0   108 12257 4655  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1111872 187396864  30308 772741760    0    0     0     0 13781 4613  4  0 96  0  0
 6  0 1111872 187933536  30308 772552064    0    0     0 347784 15932 6327  4  0 96  0  0
 7  0 1111872 187932992  30308 772552064    0    0     0     0 11601 5460  3  0 97  0  0
 6  0 1111872 187929536  30308 772552064    0    0     0   150 11885 6693  3  0 97  0  0
 7  0 1111872 187902368  30308 772556288    0    0     0   279 34299 28077  4  1 95  0  0
 6  0 1111872 187902336  30308 772556288    0    0     0     0 18649 17586  3  0 96  0  0
 8  0 1111872 187895744  30308 772556288    0    0     0    48 19968 18202  3  0 96  0  0
 7  0 1111872 187895584  30308 772556288    0    0     0     0 19155 17764  4  0 96  0  0
 8  0 1111872 187896080  30308 772556288    0    0     0     0 16610 13533  3  0 96  0  0
 6  0 1111872 187896720  30308 772556288    0    0     0  1598 16456 10643  4  0 96  0  0
 6  0 1111872 187896880  30308 772556288    0    0     0    83 11449 4740  3  0 97  0  0
 6  0 1111872 187896544  30308 772556288    0    0     0    76 11707 5257  3  0 97  0  0
 6  0 1111872 187906656  30308 772556288    0    0     0     0 13603 5428  4  0 96  0  0
 6  0 1111872 187907744  30308 772556288    0    0    20     0 108446 7234  7  0 93  0  0
 6  0 1111872 187911456  30308 772556352    0    0    68  2112 168596 17700 17  1 82  0  0
 6  0 1111872 187910208  30308 772556416    0    0   104   643 111084 17799 20  1 80  0  0
 6  0 1111872 187444416  30308 772556480    0    0    28     3 1101997 13522 45  2 54  0  0
 6  0 1111872 187909872  30308 772556480    0    0     0     0 10937 4410  3  0 97  0  0
 6  0 1111872 187907744  30308 772556480    0    0     0     0 20525 4956  3  0 97  0  0
 6  0 1111872 187908144  30308 772556480    0    0     0     0 28278 4821  4  0 96  0  0
 6  0 1111872 187908080  30308 772556288    0    0     0  1504 12242 7750  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
133  0 1111872 187908256  30308 772556288    0    0     0     2 19662 5644  3  0 96  0  0
 7  0 1111872 187908352  30308 772556288    0    0     0   507 11843 4732  3  0 97  0  0
 6  0 1111872 187908352  30308 772556288    0    0     0    21 10790 4274  3  0 97  0  0
 6  0 1111872 187908272  30308 772556288    0    0     0  3496 12681 4793  4  0 96  0  0
 6  0 1111872 187908352  30308 772556352    0    0     0   140 11797 6424  3  0 97  0  0
 8  0 1111872 187924544  30308 772556352    0    0     0   154 13621 5587  3  0 97  0  0
 7  0 1111872 187925520  30308 772556352    0    0     0    12 12359 4864  4  0 96  0  0
 6  0 1111872 187925536  30308 772556352    0    0     0    69 11724 4491  3  0 96  0  0
 6  0 1111872 187925568  30308 772556352    0    0     0     3 19718 4914  4  0 96  0  0
 6  0 1111872 187925648  30308 772556352    0    0     0    48 11500 4607  3  0 97  0  0
 6  0 1111872 187919616  30308 772556352    0    0     0   224 11842 5310  3  0 97  0  0
 6  0 1111872 187917088  30308 772556352    0    0     0     0 14660 5109  4  0 96  0  0
 6  0 1111872 187916688  30308 772556352    0    0     0     0 11828 4505  3  0 97  0  0
 7  0 1111872 187915792  30308 772556352    0    0     0     0 16314 5556  5  0 95  0  0
 6  0 1111872 187915456  30308 772556352    0    0     0     0 11009 4229  3  0 97  0  0
 9  0 1111872 187914384  30308 772556352    0    0     0  2179 14572 7855  3  0 97  0  0
 6  0 1111872 187915440  30308 772556352    0    0     0    21 15102 5391  4  0 96  0  0
 6  0 1111872 187914992  30308 772556352    0    0    56     0 43918 8372  8  0 92  0  0
 6  0 1111872 187913216  30308 772556416    0    0   176     0 97843 15582 18  0 81  0  0
 6  0 1111872 187914880  30308 772556608    0    0   164     0 74514 15141 17  0 83  0  0
