procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 148072 77449512  26836 874986048    0    0     0     0 372702 15202 18  1 82  0  0
130  0 148072 77078456  26836 874986048    0    0     0    17 1832718 8326 36  3 61  0  0
 3  0 148072 77406984  26836 874986048    4    0     4   111 138219 14717 24  1 75  0  0
130  0 148072 77407424  26836 874986048    0    0     0     0 99425 16560 23  0 77  0  0
 4  0 148072 77407992  26836 874986048    0    0     0    21 1127669 9330 35  2 62  0  0
130  0 148072 77396592  26836 874986048    0    0     0     0 71527 17947 22  0 77  0  0
132  0 148072 76821248  26836 874986048    0    0     0     0 1149053 11585 35  2 63  0  0
 3  0 148072 77397112  26836 874986048    0    0     0  1559 72899 19699 23  1 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 148072 77397264  26836 874986048    0    0     0    58 61236 16195 20  0 80  0  0
131  0 148072 77396272  26836 874986048    0    0     0   153 1312796 7091 35  3 62  0  0
 3  0 148072 77397280  26836 874986048    0    0     0     0 74066 18723 24  0 75  0  0
131  0 148072 77398008  26836 874986048    0    0     0     0 524040 14365 24  1 75  0  0
 5  0 148072 77398704  26836 874986048    0    0     0   184 724812 9960 30  2 68  0  0
 4  0 148072 77398144  26836 874986048    0    0     0     0 64969 15641 21  0 78  0  0
130  0 148072 77393920  26836 874986048    0    0     0   210 1195882 11503 28  2 70  0  0
 3  0 148072 77391000  26836 874986048    0    0     4     0 135406 14456 25  1 74  0  0
 8  0 148072 77754944  26836 874986112    0    0     0     0 96355 25257 22  1 78  0  0
131  0 148072 78159576  26836 874986112    0    0     0   205 2009906 15973 40  3 57  0  0
12  0 148072 77785296  26836 874986176   12    0   580   154 2106125 19736 43  4 52  0  0
 4  0 147816 78346976  26836 874986688   16    0    24   139 225983 31196 17  1 82  0  0
 4  0 147816 78342528  26836 874986688    0    0     0     0 223504 30898 23  1 76  0  0
 3  0 147816 78341888  26836 874986688    0    0     0    21 226230 24549 26  2 72  0  0
 3  0 147816 78342304  26836 874986688    0    0     4     3 59795 24961 14  1 85  0  0
 3  0 147816 78342896  26836 874986752    0    0     4    96 72762 28019 19  1 81  0  0
 3  0 147816 78323600  26836 874986752    0    0     0  1866 121135 12935 26  1 73  0  0
131  0 147816 78322288  26836 874986752    0    0     4    83 77014 17646 24  0 76  0  0
 3  0 147816 78382672  26836 874986752    0    0     0     0 76558 9890 20  1 78  0  0
 3  0 147816 78393424  26836 874986752    0    0     0   600 67817 15653 20  0 79  0  0
130  0 147816 78200648  26836 874986752    0    0     0  2043 70824 14474 21  1 78  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147816 78390752  26836 874986752    0    0     0  1021 102496 11904 18  1 81  0  0
130  0 147816 78390088  26836 874986752    0    0     0    21 61559 15758 19  0 81  0  0
 3  0 147816 78370656  26836 874986752    0    0     0     0 104935 13654 26  1 73  0  0
 3  0 147816 78367568  26836 874986752    0    0     0     0 66100 16815 20  0 80  0  0
 3  0 147816 78369472  26836 874986752    0    0     0    82 59475 16004 18  0 81  0  0
 3  0 147816 78371296  26836 874986752    0    0     0    18 73673 10337 21  1 78  0  0
 4  0 147816 78371528  26836 874986752    0    0     0     2 75682 20133 23  0 76  0  0
 3  0 147816 78365008  26836 874986752    0    0     0     0 118478 12998 26  1 73  0  0
130  0 147816 78364192  26836 874986752    0    0     0     0 586751 14636 17  1 81  0  0
130  0 147816 78364728  26836 874986752    0    0     0     0 596521 15679 19  1 80  0  0
130  0 147816 78363872  26836 874986752    0    0     0   104 1412867 15125 31  2 67  0  0
130  0 147816 78362464  26836 874986752    0    0     0   170 1581047 11844 37  3 60  0  0
 4  0 147816 78362480  26836 874986752    0    0     0     0 94868 18738 23  0 77  0  0
 3  0 147816 77840128  26836 874986816    0    0     0     0 232697 12207 28  1 71  0  0
137  0 147816 78363072  26836 874986816    0    0     0   103 65800 17946 19  0 81  0  0
 4  0 147816 78188464  26836 874986624    0    0     0  1555 68258 20896 20  1 79  0  0
10  0 147816 78094624  26836 874986624    4    0     4    18 116959 15759 26  1 72  0  0
131  0 147816 77928288  26836 874986624    0    0     0     0 86079 21807 25  1 74  0  0
132  0 147816 77800368  26836 874986624    0    0     0   139 74769 13255 22  1 77  0  0
 9  0 147816 77763072  26836 874986624    0    0     0     3 58962 17630 19  0 81  0  0
 8  0 147816 77665912  26836 874986624    0    0     0     0 85489 17467 27  1 71  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 147816 77568992  26836 874986624    0    0     0   124 51633 18142 16  0 84  0  0
 5  0 147816 77399656  26836 874986624    4    0     4     9 62942 19869 20  0 80  0  0
131  0 147816 77311592  26836 874986624    0    0     0     3 77278 11358 22  1 77  0  0
 3  0 147816 77308632  26836 874986624    0    0     0     0 54136 15240 17  0 82  0  0
130  0 147816 77309168  26836 874986624    0    0     0     0 47757 13210 15  0 85  0  0
 3  0 147816 77266376  26836 874986624    0    0     0   106 62862 10831 20  1 79  0  0
 3  0 147816 77262080  26836 874986624    0    0     0   157 52824 13970 16  0 84  0  0
 3  0 147816 77263936  26836 874986624    0    0     0   484 45602 11468 15  0 85  0  0
 3  0 147816 77105584  26836 874986688    0    0     0     3 70637 12855 23  1 76  0  0
130  0 147816 77396608  26836 874998272    4    0     4    10 53349 12802 17  0 82  0  0
130  0 147816 77396832  26836 874998336    0    0     0  3112 75139 21247 24  0 76  0  0
130  0 147816 77395232  26836 874998336    0    0     0 13680 573809 14735 25  1 74  0  0
 3  0 147816 77375088  26836 874998336    0    0     0   128 138171 11526 22  1 77  0  0
 3  0 147816 77375312  26836 874998336    0    0     0     0 70989 17718 23  0 77  0  0
 3  0 147816 77375592  26836 874998336    0    0     0    20 549111 9980 27  2 71  0  0
 3  0 147816 77375728  26836 874998336    0    0     0     0 65936 18088 21  0 79  0  0
130  0 147816 77375904  26836 874998336    0    0     0    84 125998 18250 22  0 77  0  0
 3  0 147816 77368688  26836 874998336    0    0     0     0 456952 11063 28  2 71  0  0
 3  0 147816 77897696  26836 874998336    0    0     0    52 69709 19919 21  0 79  0  0
130  0 147816 77396448  26836 874998336    0    0     0     0 740084 13737 29  2 69  0  0
131  0 147816 77911792  26836 874998336    0    0     0     0 757089 11660 23  2 75  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
130  0 147816 77911704  26836 874998336    0    0     0     0 437907 17120 20  1 79  0  0
 3  0 147816 77911312  26836 874998336    0    0     0   196 293821 15859 18  1 82  0  0
130  0 147816 77908736  26836 874998336    0    0     0     0 1347414 5634 37  2 60  0  0
 5  0 147816 77907952  26836 874998336    0    0     0   140 82413 18083 22  0 78  0  0
 3  0 147816 77908224  26836 874998336    0    0     0     0 59838 14791 17  0 82  0  0
 3  0 147816 78284544  26836 874998336    0    0     0     0 948113 16961 33  2 64  0  0
130  0 147816 78350096  26836 874998336    0    0     0  1504 81479 19180 22  0 78  0  0
132  0 147816 78318304  26836 874998336    0    0     0   139 556380 29688 26  1 73  0  0
 4  0 147816 78325792  26836 874998400    0    0     0   130 376547 25367 27  2 71  0  0
130  0 147816 78323744  26836 874998400    0    0     0     0 77096 28646 22  1 77  0  0
 3  0 147816 77798608  26836 874998400    0    0     0     0 951688 23673 35  2 62  0  0
 4  0 147816 78320768  26836 874998400    0    0     0  1864 70683 29271 21  1 79  0  0
130  0 147816 78323312  26836 874998400    0    0     0     0 300591 25623 26  1 74  0  0
130  0 147816 78324696  26836 874998400    0    0     0     0 686446 9953 28  2 70  0  0
130  0 147816 78335696  26836 874998400    0    0     0    81 61069 15414 19  0 80  0  0
130  0 147816 77607728  26836 874998400    0    0     0     0 925633 11170 36  2 62  0  0
130  0 147816 78331960  26836 874998400    0    0     0  3802 69299 11982 15  0 84  0  0
13  0 147816 78342896  26836 874998400    0    0     0   592 71448 19585 22  0 77  0  0
130  0 147816 78343456  26836 874998464    0    0     0    10 963210 11580 33  2 65  0  0
 3  0 147816 78343656  26836 874998464    0    0     0   428 67926 17638 22  0 77  0  0
130  0 147816 78345616  26836 874998464    0    0     0     0 250643 12846 20  1 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 147816 78337664  26836 874998464    0    0    16    14 734633 12749 30  2 68  0  0
131  0 147816 78314472  26836 874998592    0    0   116   787 67093 18253 21  0 78  0  0
131  0 147816 78033960  26836 874998592    0    0     0     3 892667 10455 28  1 70  0  0
 4  0 147816 78311784  26836 874998784    0    0   152     0 90483 13128 23  1 76  0  0
130  0 147816 78333640  26836 874998784    8    0     8     0 62314 16658 20  0 80  0  0
 5  0 147816 78304256  26836 874998784    0    0     0     0 822922 9183 31  2 67  0  0
 4  0 147816 78302864  26836 874998784    0    0     0    80 60461 15516 20  0 80  0  0
131  0 147816 78303168  26836 874998784    0    0     0   210 539561 15038 28  1 71  0  0
 3  0 147816 78330048  26836 874998784    0    0     4     7 539839 12413 29  2 70  0  0
130  0 147816 78332976  26836 874998784    0    0     0     3 64726 19264 21  0 79  0  0
130  0 147816 77764512  26836 874998784    0    0     0     0 921935 10996 31  2 67  0  0
 8  0 147816 78322768  26836 874998784    0    0     0   299 87490 14236 21  1 78  0  0
 8  0 147816 78149296  26836 874998784    0    0     0    12 67237 21540 21  1 79  0  0
131  0 147816 77832656  26836 874998784    0    0     0     0 1306676 12391 33  2 65  0  0
 6  0 147816 77865472  26836 874998784    0    0     0   229 2269366 18246 38  6 57  0  0
 6  0 147816 77744992  26836 874998784    0    0     0     3 285243 18841 21  1 78  0  0
132  0 147816 77717808  26836 874998848    0    0     0  1516 253745 20927 21  1 78  0  0
 4  0 147816 77639384  26836 874998848    0    0     0     0 1236366 12334 39  2 59  0  0
132  0 147816 77485056  26836 874998848    0    0     0     0 74746 19758 23  0 77  0  0
130  0 147816 77329216  26836 874998848    4    0     4   175 360946 20795 25  1 74  0  0
131  0 147816 77329552  26836 874998848    0    0     0    21 467700 10957 28  2 70  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147816 77329440  26836 874998848    0    0     0     0 63312 15008 21  0 79  0  0
 3  0 147816 77330528  26836 874998848    0    0     0   120 679050 9165 28  2 70  0  0
131  0 147816 77329744  26836 874998848    0    0     0     0 56381 13532 19  0 81  0  0
130  0 147816 77330080  26836 874998848    0    0     0     0 364738 13035 22  1 78  0  0
 3  0 147816 77369744  26836 874998848    4    0     4    19 605664 7758 28  2 70  0  0
130  0 147816 77374696  26836 874998848    0    0     0   333 51496 12736 16  0 84  0  0
130  0 147816 77376528  26836 874998848    0    0     0  2030 49677 12882 16  0 84  0  0
130  0 147816 77270032  26836 874998848    0    0     0  3176 920748 7265 31  2 67  0  0
 3  0 147816 77267440  26836 874998848    0    0     0     0 52849 13143 17  0 83  0  0
 3  0 147816 77264208  26836 874998848    0    0     0     0 45445 13156 14  0 85  0  0
 3  0 147816 77073920  26836 874998848    0    0     0     0 883572 8901 36  2 62  0  0
 3  0 147816 77261456  26836 874998848    0    0     0   113 49763 15298 16  0 84  0  0
 4  0 147816 77261160  26836 874998912    0    0     0    92 45957 12286 15  0 85  0  0
131  0 147816 77261280  26836 874998912    0    0     0     0 626293 10719 24  1 75  0  0
 3  0 147816 77233408  26836 874998912    0    0     0     0 355089 10062 27  2 71  0  0
 3  0 147816 77746368  26836 875010496    0    0     0    56 302680 20365 28  1 71  0  0
131  0 147816 77762072  26836 875010560    0    0     0   154 313368 16100 29  1 71  0  0
 3  0 147816 77759136  26836 875010560    0    0     0 11820 346905 8518 27  2 71  0  0
 3  0 147816 77751680  26836 875010560    0    0     0     0 61110 16140 20  0 80  0  0
 4  0 147816 77030280  26836 875010560    0    0     0    48 528095 12148 32  2 66  0  0
 3  0 147816 77885128  26836 875010560    0    0     0     0 43831 11556 14  0 86  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 147816 77885128  26836 875010560    0    0     0    12 65785 15388 22  0 78  0  0
 3  0 147816 77865808  26836 875010560    0    0     0   148 485197 7798 27  2 71  0  0
 8  0 147816 78252272  26836 875010560    0    0     0     0 100790 23692 23  0 76  0  0
130  0 147816 77805008  26836 875010560    0    0     0   139 457156 13668 30  1 69  0  0
 5  0 147816 78262624  26836 875010624    0    0     0   230 98996 28152 23  1 76  0  0
131  0 147816 78271280  26836 875010624    0    0     0    55 90423 31642 23  1 76  0  0
11  0 147816 78271464  26836 875010624    0    0     0    62 528610 20299 32  2 66  0  0
131  0 147816 78268944  26836 875010624    0    0     0    51 287792 27791 18  1 81  0  0
130  0 147816 78261248  26836 875010624    0    0     0    65 336820 28045 18  1 81  0  0
132  0 147816 77758616  26836 875010624    0    0     0  1689 1893935 13543 39  4 58  0  0
 3  0 147816 78261088  26836 875010624    0    0     0     3 271155 12076 22  1 77  0  0
 3  0 147816 78261128  26836 875010624    0    0     0    68 67259 16641 19  0 81  0  0
130  0 147816 78263608  26836 875010624    0    0     0  3404 568915 11558 31  2 67  0  0
130  0 147816 78272768  26836 875010688    0    0     0    20 49046 14991 15  0 84  0  0
130  0 147816 78275712  26836 875010688    0    0     0   605 75129 19342 23  0 76  0  0
130  0 147816 78259648  26836 875010688    0    0     0    71 497829 8333 26  2 72  0  0
130  0 147816 78256144  26836 875010688    0    0     0  1014 72539 19605 23  0 76  0  0
130  0 147816 77963408  26836 875010688    0    0     0   128 462621 13878 26  1 73  0  0
52  0 147816 78260656  26836 875010688    0    0     0     0 86776 14412 24  1 75  0  0
 3  0 147816 78260736  26836 875010688    0    0     0     0 62203 16539 20  0 79  0  0
 4  0 147816 78326720  26836 875010688    0    0     0     0 482891 9909 30  2 68  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
131  0 147816 78325696  26836 875010688    0    0     0     0 51656 13971 17  0 83  0  0
130  0 147816 78025600  26836 875010688    0    0     0     2 444072 12521 25  1 74  0  0
 3  0 147816 78261856  26836 875010688    0    0     0   244 85412 13768 22  1 77  0  0
130  0 147816 78262240  26836 875010688    0    0     0     0 253353 18506 28  1 71  0  0
 3  0 147816 78322864  26836 875010688    0    0     0     0 833659 8010 31  2 67  0  0
 4  0 147816 78321576  26836 875010688    0    0     0     0 60966 14793 17  0 83  0  0
130  0 147816 78322416  26836 875010688    0    0     0     0 53998 13053 16  0 83  0  0
 3  0 147816 78250496  26836 875010688    0    0     0   126 1018148 6527 31  2 67  0  0
132  0 147816 78218432  26836 875010688    0    0     0   104 69572 19736 21  0 78  0  0
131  0 147816 78062984  26836 875010688    0    0     0    10 338619 18749 25  1 75  0  0
 4  0 147816 78001712  26836 875010688    0    0     0     0 925913 9457 32  2 65  0  0
131  0 147816 77845840  26836 875010688    0    0     0     0 490257 17783 18  1 81  0  0
135  0 147816 77732616  26836 875010688    0    0     0   132 692901 20517 23  1 75  0  0
132  0 147816 76986816  26836 875010496    0    0     0   164 2060345 11831 44  4 53  0  0
 5  0 147816 77600696  26836 875010496    0    0     0     0 388074 18494 25  1 75  0  0
 4  0 147816 77434056  26836 875010496    0    0     0     0 71157 20861 23  1 77  0  0
130  0 147816 77298320  26836 875010560    0    0     0     0 558939 15472 30  2 68  0  0
 3  0 147816 77297344  26836 875010560    0    0     0    14 73000 18767 23  0 76  0  0
 4  0 147816 77295760  26836 875010560    4    0     4  1992 490251 11045 29  2 69  0  0
130  0 147816 77295888  26836 875010560    0    0     0     0 71115 18484 23  0 77  0  0
130  0 147816 77297320  26836 875010560    0    0     0     0 316970 14322 23  1 77  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
130  0 147816 77273712  26836 875010560    0    0     0     0 303698 12105 25  1 73  0  0
130  0 147816 77274304  26836 875010560    0    0     0     0 61790 15862 20  0 80  0  0
 3  0 147816 77135264  26836 875010560    0    0     0   341 566321 9513 29  2 69  0  0
 3  0 147816 77281192  26836 875010560    0    0     0  1514 57033 15542 18  0 82  0  0
130  0 147816 76891216  26836 875010560    0    0     0  3124 440993 14052 26  1 73  0  0
131  0 147816 77275344  26836 875010560    0    0     0     0 77301 11620 15  1 84  0  0
