procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 153317024  35632 798026880    0    0    12    21 16991 7628  2  0 98  0  0
 4  0  65924 153710016  35632 797976896    0    0     0 347869 13638 4738  1  0 98  0  0
 5  0  65924 153684240  35632 797976896    0    0     0     3 7422 3922  2  0 98  0  0
 4  0  65924 153657760  35632 797976896    0    0     0     0 5886 2399  2  0 98  0  0
131  0  65924 158502032  35632 797976896    0    0     0     0 40987 8000  7  0 92  0  0
67  0  65924 158659296  35632 797959744    0    0     0    29 311714 16261 23  3 73  0  0
131  0  65924 158468640  35632 797959680    0    0     0     3 412837 13852 23  1 76  0  0
 4  0  65924 158237856  35632 797959680    0    0     0    32 1652291 3559 42  3 55  0  0
 4  0  65924 158155344  35632 797959680    0    0     0  1413 7251 3089  1  0 98  0  0
 6  0  65924 158015312  35632 797959744    0    0     0     0 9668 4607  2  0 98  0  0
 4  0  65924 157696480  35632 797959744    0    0     0     0 6591 3658  2  0 98  0  0
 6  0  65924 157330160  35632 797959680    0    0     0   167 22534 16759  2  0 98  0  0
 5  0  65924 157209808  35632 797959552    0    0     0  1271 16651 19735  2  1 98  0  0
 5  0  65924 157718656  35632 797959616    0    0     0     0 12574 16656  2  0 98  0  0
 5  0  65924 157193856  35632 797959616    0    0     0   450 13624 14715  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  65924 156205168  35632 797969856    0    0     0  2282 15538 16976  1  1 98  0  0
 5  0  65924 154982880  35632 797976704    0    0     0  4666 14732 19092  1  1 98  0  0
 5  0  65924 154304160  35632 797976704    0    0     0    34 9054 4978  1  0 98  0  0
 5  0  65924 154289552  35632 797976704    0    0     0    99 5832 2439  2  0 98  0  0
 4  0  65924 154287872  35632 797976704    0    0     0     0 6192 2565  2  0 98  0  0
 4  0  65924 154287424  35632 797976704    0    0     0    76 6255 3176  2  0 98  0  0
 4  0  65924 154301968  35632 797976704    0    0     0    18 8798 4906  2  0 98  0  0
 5  0  65924 154302128  35632 797976704    0    0     0     0 5972 2672  2  0 98  0  0
 5  0  65924 154282320  35632 797976704    0    0     0   435 6413 2714  2  0 98  0  0
 4  0  65924 154263424  35632 797976704    0    0     0     3 8775 5526  2  0 98  0  0
 4  0  65924 154263664  35632 797976704    0    0     0     0 52123 9118 10  0 90  0  0
91  0  65924 154262752  35632 797976704    0    0     0   116 74659 17560 23  0 76  0  0
132  0  65924 154147680  35632 797976704    0    0     0     0 1416371 8927 36  2 62  0  0
 4  0  65924 154184512  35632 797976704    0    0     0     0 53729 2960 12  1 87  0  0
 4  0  65924 154184256  35632 797976704    0    0     0     2 6734 3935  2  0 98  0  0
 4  0  65924 154182416  35632 797976704    0    0     0     0 6119 2805  2  0 98  0  0
 4  0  65924 154182224  35632 797976704    0    0     0    14 5766 2473  2  0 98  0  0
 4  0  65924 154183296  35632 797976704    0    0     0   164 5761 2597  2  0 98  0  0
 4  0  65924 154183264  35632 797976704    0    0     0     0 6537 4642  2  0 98  0  0
 5  0  65924 154229744  35632 797976704    0    0     0     0 7306 5579  2  0 98  0  0
 5  0  65924 154233504  35632 797976768    0    0     0    14 5821 2570  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154232608  35632 797976768    0    0     0    75 5649 2587  2  0 98  0  0
 4  0  65924 154233088  35632 797976768    0    0     0    19 6160 3140  2  0 98  0  0
 5  0  65924 154233552  35632 797976768    0    0     0   181 7149 3623  2  0 98  0  0
 4  0  65924 154230032  35632 797976768    0    0     0     3 6553 3703  2  0 98  0  0
 4  0  65924 154226352  35632 797976768    0    0     0    15 6434 3076  2  0 98  0  0
 5  0  65924 154225216  35632 797976768    0    0     0     3 6006 2918  2  0 98  0  0
 4  0  65924 154225280  35632 797976768    0    0     0     0 6218 3058  2  0 98  0  0
 4  0  65924 154224832  35632 797976768    0    0     0  2028 5871 2702  2  0 98  0  0
12  0  65924 154225024  35632 797976768    0    0     0   373 33639 9856 11  0 89  0  0
133  0  65924 154216432  35632 797976768    0    0     0    61 82766 19522 27  1 73  0  0
 4  0  65924 153498688  35632 797976768    0    0     0  4633 1426880 7497 39  3 59  0  0
 5  0  65924 154217744  35632 797976768    0    0     0   127 8270 4200  2  0 98  0  0
 4  0  65924 154042880  35632 797976768    0    0     0    85 7820 3879  2  0 98  0  0
 5  0  65924 154216832  35632 797976832    0    0     0 347768 12197 4924  1  0 98  0  0
 4  0  65924 154212192  35632 797979584    0    0     0    44 7555 3747  2  0 98  0  0
 4  0  65924 154211392  35632 797979584    0    0     0     0 7618 5071  2  0 98  0  0
 4  0  65924 154209312  35632 797979584    0    0     0     0 7471 3951  2  0 98  0  0
 4  0  65924 154209232  35632 797979584    0    0     0     0 7194 3232  2  0 98  0  0
 5  0  65924 154172048  35632 797979584    0    0     0   113 10919 6778  2  0 98  0  0
 5  0  65924 154172240  35632 797979584    0    0     0    32 6072 2499  2  0 98  0  0
 6  0  65924 154168480  35632 797979584    0    0     0     0 7090 3183  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154168992  35632 797979584    0    0     0     0 7033 4764  2  0 98  0  0
 5  0  65924 154168736  35632 797979584    0    0     0     0 5900 2427  2  0 98  0  0
 4  0  65924 154169264  35632 797979648    0    0     0     0 6419 3150  2  0 98  0  0
 4  0  65924 154169328  35632 797979648    0    0     0   105 5863 2451  2  0 98  0  0
 4  0  65924 154169456  35632 797979584    0    0     0    67 6163 2711  2  0 98  0  0
 4  0  65924 154207408  35632 797979648    0    0     0     3 63867 6703  8  0 91  0  0
 4  0  65924 154207440  35632 797979648    0    0     0     0 259932 17421 24  1 75  0  0
132  0  65924 154198992  35632 797979648    0    0     0  3000 801449 12738 27  1 72  0  0
 4  0  65924 154145680  35632 797979648    0    0     0    12 808455 3427 24  2 74  0  0
 5  0  65924 154145792  35632 797979648    0    0     0    85 5588 2253  2  0 98  0  0
 6  0  65924 154127520  35632 797979648    0    0     0   204 7113 5296  2  0 98  0  0
 5  0  65924 154094080  35632 797979648    0    0     0     9 8984 6472  2  0 98  0  0
 4  0  65924 154092608  35632 797979648    0    0     0  1997 7263 3486  2  0 98  0  0
 4  0  65924 154092192  35632 797979648    0    0     0    18 5768 2209  2  0 98  0  0
 7  0  65924 154068704  35632 797979584    0    0     0   225 26549 21348  2  1 97  0  0
 5  0  65924 154070832  35632 797979584    0    0     0  1324 14178 17412  2  0 98  0  0
 6  0  65924 154070192  35632 797979584    0    0     0     0 12429 16273  2  0 98  0  0
 4  0  65924 154070016  35632 797979648    0    0     0     0 12182 16493  2  0 98  0  0
 5  0  65924 154108384  35632 797979520    0    0     0   499 13422 16048  2  0 98  0  0
 4  0  65924 154110352  35632 797979520    0    0     0    40 13265 16086  2  0 98  0  0
 6  0  65924 154080896  35632 797979520    0    0     0   416 10821 6266  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0  65924 154066304  35632 797979520    4    0     4    73 19367 11169  2  0 98  0  0
 4  0  65924 154037344  35632 797979584    0    0     0  1786 7588 3112  2  0 98  0  0
 4  0  65924 154035104  35632 797979584    0    0     0    10 6647 4103  2  0 98  0  0
 4  0  65924 154009040  35632 797979584    0    0     0   263 10145 5432  2  0 98  0  0
131  0  65924 154018656  35632 797979584    0    0     0     3 197263 14475 17  1 83  0  0
131  0  65924 153957728  35632 797979584    0    0     0    23 179273 18350 23  1 76  0  0
131  0  65924 153170384  35632 797979584    0    0     0  1961 1689261 7370 40  3 57  0  0
 4  0  65924 153890208  35632 797979648    0    0     0     0 86944 4882  6  0 94  0  0
 4  0  65924 153875008  35632 797979648    0    0     0  2950 6247 2305  2  0 98  0  0
 4  0  65924 153807632  35632 797979648    0    0     0    74 7700 4059  2  0 98  0  0
 5  0  65924 153821152  35632 797979648    0    0     0     0 6065 2225  2  0 98  0  0
 4  0  65924 153812064  35632 797979904    0    0     0   307 6932 2962  2  0 98  0  0
 4  0  65924 153769696  35632 797979904    0    0     0     3 6380 2410  2  0 98  0  0
 4  0  65924 154094416  35632 797979648    0    0     0   151 13534 6875  2  0 98  0  0
 5  0  65924 154095392  35632 797979648    0    0     0   168 16117 8637  2  0 98  0  0
 6  0  65924 154107904  35632 797979712    0    0     0    12 14235 8631  2  0 98  0  0
 4  0  65924 154108384  35632 797979712    0    0     0  1707 7749 3526  2  0 98  0  0
 4  0  65924 154125712  35632 797979712    0    0     0    13 6685 2962  2  0 98  0  0
 4  0  65924 154053936  35632 797979712    0    0     0   103 6894 3001  2  0 98  0  0
 4  0  65924 154131520  35632 797979712    0    0     0 347816 16657 6971  1  0 98  0  0
 4  0  65924 154133056  35632 797979712    0    0     0    31 6692 3719  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154132096  35632 797979712    0    0     0    13 5905 2352  2  0 98  0  0
 4  0  65924 154131680  35632 797979776    0    0     0   174 223127 11130 12  1 87  0  0
 4  0  65924 154131104  35632 797979776    0    0     0     0 548730 16993 22  1 77  0  0
131  0  65924 153412032  35632 797979776    0    0     0     0 567883 14733 32  2 66  0  0
 4  0  65924 154132848  35632 797979776    0    0     0    48 163290 4416  5  0 94  0  0
 5  0  65924 154131776  35632 797979776    0    0     0     0 6367 2472  2  0 98  0  0
 5  0  65924 154131776  35632 797979776    0    0     0   844 6105 2774  2  0 98  0  0
 5  0  65924 154130736  35632 797979776    0    0     0    96 6626 3040  2  0 98  0  0
 4  0  65924 154133632  35632 797979776    0    0     0  3245 8898 5781  2  0 98  0  0
 5  0  65924 154129824  35632 797979776    0    0     0     3 6282 2653  2  0 98  0  0
 4  0  65924 154130800  35632 797979776    0    0     0     0 7813 3646  2  0 98  0  0
 4  0  65924 154131856  35632 797979776    0    0     0    12 6122 2404  2  0 98  0  0
 4  0  65924 154132352  35632 797979776    0    0     0     0 6212 3116  2  0 98  0  0
 4  0  65924 154132352  35632 797979776    0    0     0    87 5719 2297  2  0 98  0  0
 4  0  65924 154132416  35632 797979776    0    0     0  2127 6408 2904  2  0 98  0  0
 4  0  65924 154132512  35632 797979776    0    0     0    30 6128 2488  2  0 98  0  0
 5  0  65924 154134016  35632 797979776    0    0     0     0 5782 2325  2  0 98  0  0
 5  0  65924 154134304  35632 797979840    0    0     0     0 6561 3606  2  0 98  0  0
 7  0  65924 154133872  35632 797979840    0    0     0     0 5939 2726  2  0 98  0  0
131  0  65924 154133840  35632 797979840    0    0     0  2870 191903 10919 12  0 88  0  0
 4  0  65924 154134176  35632 797979840    0    0     0    20 321635 18408 23  1 76  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
132  0  65924 153813984  35632 797979840    0    0     0     0 569043 11893 26  1 73  0  0
 4  0  65924 154133552  35632 797979840    0    0     0    53 73441 4803  9  1 91  0  0
 5  0  65924 154133872  35632 797979840    0    0     0     3 5828 2737  2  0 98  0  0
 4  0  65924 154133920  35632 797979840    0    0     0     0 5833 2624  2  0 98  0  0
 4  0  65924 154134048  35632 797979840    0    0     0   168 6349 3081  2  0 98  0  0
 5  0  65924 154140128  35632 797979840    0    0     0    14 6298 3358  2  0 98  0  0
 4  0  65924 154135296  35632 797979840    0    0     0     0 6821 5513  2  0 98  0  0
 5  0  65924 154135184  35632 797979840    0    0     0     0 5602 2710  2  0 98  0  0
 5  0  65924 154134208  35632 797979840    0    0     0     0 5536 2518  2  0 98  0  0
 4  0  65924 154134112  35632 797979904    0    0     0  2173 6923 3616  2  0 98  0  0
 4  0  65924 154139072  35632 797979904    0    0     0    18 6105 3549  2  0 98  0  0
 4  0  65924 154104096  35632 797979968    0    0     0   234 26650 22669  2  1 98  0  0
 5  0  65924 154102528  35632 797979904    0    0     0    71 11958 15844  2  0 98  0  0
 5  0  65924 154103424  35632 797979904    0    0     0     0 12771 15964  2  0 98  0  0
 6  0  65924 154103136  35632 797979904    0    0     0   138 13866 17599  2  0 98  0  0
 6  0  65924 154101024  35632 797979904    0    0     0  1796 14303 18750  2  0 98  0  0
 4  0  65924 154101872  35632 797979904    0    0     0   136 12771 14471  2  0 98  0  0
131  0  65924 154102432  35632 797979904    0    0     0   452 31045 6654  6  0 94  0  0
131  0  65924 154102448  35632 797979904    0    0     0    53 83957 17891 22  0 78  0  0
131  0  65924 153885248  35632 797979904    0    0     0     0 81293 14614 20  1 79  0  0
 4  0  65924 154052016  35632 797979904    0    0     0   175 77342 4613 11  1 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154068096  35632 797979904    0    0     0     3 9261 5500  2  0 98  0  0
 5  0  65924 154068704  35632 797979904    0    0     0     0 5896 2865  2  0 98  0  0
 4  0  65924 154070144  35632 797979904    0    0     0     0 6252 2825  2  0 98  0  0
 4  0  65924 154069216  35632 797979904    0    0     0     0 6238 3067  2  0 98  0  0
 6  0  65924 154068416  35632 797980288    0    0     0 347830 10114 3942  1  0 98  0  0
 4  0  65924 154068176  35632 797979904    0    0     0   506 6094 3473  2  0 98  0  0
 4  0  65924 154068272  35632 797979904    0    0     0     0 5632 2219  2  0 98  0  0
 5  0  65924 154069360  35632 797979904    0    0     0     0 6101 3791  2  0 98  0  0
 4  0  65924 154066272  35632 797979904    0    0     0     0 7405 3601  2  0 98  0  0
 5  0  65924 154067296  35632 797979904    0    0     0     0 6134 3054  2  0 98  0  0
 4  0  65924 154066288  35632 797979904    0    0     0    32 6008 2477  2  0 98  0  0
 4  0  65924 154067200  35632 797979904    0    0     0     2 6132 3815  2  0 98  0  0
 4  0  65924 154067424  35632 797979968    0    0     0    10 5962 2631  2  0 98  0  0
 4  0  65924 154073376  35632 797979968    0    0     0     0 6115 2525  2  0 98  0  0
131  0  65924 154080704  35632 797979968    0    0     0    12 81847 7401  7  0 93  0  0
 4  0  65924 154066416  35632 797979968    0    0     0   138 313825 13315 19  1 80  0  0
 4  0  65924 154058112  35632 797979968    0    0     0     3 206687 15134 18  1 81  0  0
 4  0  65924 154057024  35632 797979968    0    0     0     0 339865 6875 24  1 74  0  0
 5  0  65924 154057344  35632 797979968    0    0     0    14 6166 2539  2  0 98  0  0
 4  0  65924 154058528  35632 797979968    0    0     0     0 6566 3111  2  0 98  0  0
 4  0  65924 154058592  35632 797979968    0    0     0  4868 6093 2575  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  65924 154058336  35632 797979968    0    0     0     0 6209 2617  2  0 98  0  0
 4  0  65924 154058240  35632 797979968    0    0     0     0 5608 2120  2  0 98  0  0
 4  0  65924 154058352  35632 797979968    0    0     0     2 6184 2564  2  0 98  0  0
 4  0  65924 154058016  35632 797979968    0    0     0   491 6512 3596  2  0 98  0  0
 4  0  65924 154056048  35632 797979968    0    0    24    15 7637 3857  2  0 98  0  0
 4  0  65924 154054720  35632 797979968    0    0     0  3152 6058 2532  2  0 98  0  0
 4  0  65924 154055328  35632 797980032    0    0     0     0 6086 3823  2  0 98  0  0
 5  0  65924 154054224  35632 797980032    0    0     0     0 7916 3659  2  0 98  0  0
 5  0  65924 154052768  35632 797980032    0    0     0    12 7632 3590  2  0 98  0  0
 4  0  65924 154052784  35632 797980032    0    0     0    84 6219 3831  2  0 98  0  0
 4  0  65924 154053328  35632 797980032    0    0     0    78 5672 2300  2  0 98  0  0
 4  0  65924 154052832  35632 797980032    0    0     0   172 6402 2723  2  0 98  0  0
 6  0  65924 154052704  35632 797980096    0    0     0    15 6640 3206  2  0 98  0  0
 4  0  65924 154053216  35632 797980096    0    0     0     0 6197 2225  2  0 98  0  0
132  0  65924 154054304  35632 797980096    0    0     0     0 95563 13978 18  0 82  0  0
 4  0  65924 154053856  35632 797980096    0    0     0    11 85835 17047 24  0 76  0  0
 4  0  65924 154056336  35632 797980096    0    0     0   129 1601086 3920 39  3 58  0  0
 4  0  65924 154054240  35632 797980096    0    0     0    18 6635 3115  2  0 98  0  0
 4  0  65924 154054128  35632 797980096    0    0     0     0 5948 2134  2  0 98  0  0
 5  0  65924 154054304  35632 797980096    0    0     0    52 6446 2678  2  0 98  0  0
 4  0  65924 154052624  35632 797980096    0    0     0     0 6291 2581  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  65924 154053024  35632 797980096    0    0     0     0 6612 2940  2  0 98  0  0
 5  0  65924 154052576  35632 797980032    0    0     0  5312 6544 3263  2  0 98  0  0
 5  0  65924 154055696  35632 797980032    0    0     0    14 6591 4408  2  0 98  0  0
 4  0  65924 154056384  35632 797980032    0    0     0    73 5334 2105  2  0 98  0  0
 4  0  65924 154056480  35632 797980032    0    0     0     3 5594 2136  2  0 98  0  0
 4  0  65924 154056512  35632 797980032    0    0     0     0 5634 2266  2  0 98  0  0
 4  0  65924 154056704  35632 797980096    0    0     0   123 6853 3733  2  0 98  0  0
 6  0  65924 154057184  35632 797980096    0    0     0     0 5521 2147  2  0 98  0  0
 5  0  65924 154034592  35632 797980096    0    0     0   285 27045 24579  2  1 98  0  0
 5  0  65924 154033120  35632 797980096    0    0     0     3 11845 16118  2  0 98  0  0
 5  0  65924 153921568  35632 797980160    0    0     0     0 12566 15815  2  0 98  0  0
132  0  65924 154029376  35632 797979712    0    0     0 347814 619759 30180 20  2 79  0  0
132  0  65924 154028608  35632 797979712    0    0     0  1554 486756 31806 23  1 76  0  0
131  0  65924 154030256  35632 797979712    0    0     0    20 1559699 27033 33  3 65  0  0
 4  0  65924 154030176  35632 797979712    0    0     0   285 1553415 11038 35  2 62  0  0
 4  0  65924 154030816  35632 797979712    0    0     0    71 6384 2450  2  0 98  0  0
 4  0  65924 154030688  35632 797979712    0    0     0     0 6908 3495  2  0 98  0  0
 5  0  65924 154040832  35632 797979712    0    0     0   167 8243 3997  2  0 98  0  0
 5  0  65924 154061472  35632 797979392    0    0     0     3 9476 6176  2  0 98  0  0
 4  0  65924 154062496  35632 797979392    0    0     0     0 5482 2062  2  0 98  0  0
 4  0  65924 154062160  35632 797979392    0    0     0    16 6021 2277  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154062272  35632 797979392    0    0     0     0 6096 3105  2  0 98  0  0
 5  0  65924 154026064  35632 797979392    0    0     0     0 7362 3164  2  0 98  0  0
 5  0  65924 154014224  35632 797979392    0    0     0   490 6532 2107  2  0 98  0  0
 5  0  65924 154013904  35632 797979392    0    0     0     0 7196 2410  2  0 98  0  0
 4  0  65924 154026080  35632 797979392    0    0     0    80 6635 2276  2  0 98  0  0
 5  0  65924 154043744  35632 797979392    0    0     0    16 9444 6174  2  0 98  0  0
 4  0  65924 154043872  35632 797979456    0    0     0   260 5632 2148  2  0 98  0  0
 5  0  65924 154044080  35632 797979456    0    0     0     0 5769 2138  2  0 98  0  0
 5  0  65924 154044048  35632 797979456    0    0     0   134 6256 2950  2  0 98  0  0
123  0  65924 154044432  35632 797979456    0    0     0     0 25270 6340  5  0 94  0  0
132  0  65924 154044608  35632 797979456    0    0     0     0 103155 18562 22  0 78  0  0
131  0  65924 154046336  35632 797979456    0    0     0    12 643110 18424 24  1 75  0  0
132  0  65924 153325504  35632 797979200    0    0     0  3468 2298341 26097 43  4 53  0  0
 5  0  65924 154047408  35632 797979200    0    0     0     0 127201 3008  4  0 96  0  0
 5  0  65924 154046816  35632 797979200    0    0     0     0 7317 3541  2  0 98  0  0
 4  0  65924 154046880  35632 797979200    0    0     0    34 6512 4153  2  0 98  0  0
 4  0  65924 154046544  35632 797979200    0    0     0    21 6005 2468  2  0 98  0  0
 4  0  65924 154045680  35632 797979200    0    0     0   118 6286 2961  2  0 98  0  0
 4  0  65924 154046208  35632 797979200    0    0     0    18 6143 2926  2  0 98  0  0
 4  0  65924 154046816  35632 797979200    0    0     0     0 6541 3587  2  0 98  0  0
 4  0  65924 154045952  35632 797979200    0    0     0     0 5888 2660  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154045952  35632 797979200    0    0     0   378 5901 3042  2  0 98  0  0
 4  0  65924 154045808  35632 797979200    0    0     0   115 6645 3398  2  0 98  0  0
 4  0  65924 154045888  35632 797979200    0    0     0  3267 6132 2974  2  0 98  0  0
 4  0  65924 154047008  35632 797979200    0    0     0    18 5889 3320  2  0 98  0  0
 4  0  65924 154046944  35632 797979200    0    0     0     0 6642 3294  2  0 98  0  0
 4  0  65924 154045808  35632 797979200    0    0     0    10 7128 3484  2  0 98  0  0
 5  0  65924 154046912  35632 797979200    0    0     0     0 6580 2839  2  0 98  0  0
 4  0  65924 154047072  35632 797979200    0    0     0    88 5667 2709  2  0 98  0  0
 4  0  65924 154046784  35632 797979264    0    0     0    36 144015 6849  6  0 94  0  0
131  0  65924 154044112  35632 797979264    0    0     0     3 711951 20763 24  1 75  0  0
 4  0  65924 154045040  35632 797979264    0    0     0   108 419518 20738 25  1 74  0  0
131  0  65924 154012560  35632 797979264    0    0     0     0 2690424 29045 40  4 55  0  0
 4  0  65924 154045024  35632 797979264    0    0     0     0 372676 4864 16  1 83  0  0
 4  0  65924 154045120  35632 797979264    0    0     0   188 6106 2927  2  0 98  0  0
 5  0  65924 154045200  35632 797979264    0    0     0     0 6994 4349  2  0 98  0  0
 4  0  65924 154045120  35632 797979264    0    0     0     0 6116 2606  2  0 98  0  0
 4  0  65924 154045040  35632 797979264    0    0     0    61 6502 2891  2  0 98  0  0
 4  0  65924 153652672  35632 798023616    0    0     0    10 6172 2395  2  0 98  0  0
 4  0  65924 154045168  35632 797979264    0    0     0 347848 10927 3770  1  0 98  0  0
 4  0  65924 154045280  35632 797979264    0    0     0     0 6332 2417  2  0 98  0  0
 4  0  65924 154052448  35632 797979264    0    0     0    12 6260 2811  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0  65924 154052512  35632 797979264    0    0     0     0 5388 2203  2  0 98  0  0
 4  0  65924 154052736  35632 797979264    0    0     0     0 5750 2380  2  0 98  0  0
 4  0  65924 154047520  35632 797979264    0    0     0     0 6500 3372  2  0 98  0  0
 4  0  65924 154047200  35632 797979264    0    0     0   148 6923 3149  2  0 98  0  0
