video_id,stats.num_shots,stats.avg_shot_len_sec,stats.cuts_per_30s,stats.lighting.s_mean,stats.lighting.v_mean,stats.lighting.v_std,stats.movement_counts.static_shot,stats.movement_counts.pan_horizontal,stats.movement_counts.tilt_vertical,stats.movement_counts.dolly_in,stats.movement_counts.dolly_out,analysis.video_analysis.confidence_score,stats.editing_rhythm_guess,analysis.video_analysis.editing_rhythm,stats.lighting.quality,stats.lighting.condition,stats.lighting.color_temperature,analysis.video_analysis.color_tone,analysis.video_analysis.lighting_style,analysis.video_analysis.shot_types,analysis.video_analysis.camera_movements,analysis.video_analysis.composition_styles,analysis.video_analysis.overall_style,analysis.style_tags,label,label_str
6773444093419736326,2.0,10.06,1.489,0.743,0.383,0.304,0.0,1.0,0.0,1.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,cool_tone,cool_tone,high_contrast,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style,cool_tone|medium_shot|documentary_style|pan_horizontal|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6776748160569101573,1.0,40.674,0.0,0.2,0.637,0.343,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777006337743129862,2.0,7.5,1.996,0.891,0.075,0.22,1.0,0.0,1.0,0.0,0.0,0.3,slow,slow,medium_contrast,dim_low_light,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,0,fake
6777029914915900677,3.0,4.978,4.0,0.063,0.697,0.233,0.0,0.0,2.0,1.0,0.0,0.3,moderate,moderate,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style,tilt_vertical|cool_tone|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds|moderate,0,fake
6777295032496983302,1.0,8.542,0.0,0.278,0.651,0.364,0.0,1.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|documentary_style|pan_horizontal|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777308271121386758,1.0,10.844,0.0,0.064,0.888,0.183,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,medium_contrast,bright_sunny,warm_tone,warm_tone,medium_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|dolly_in|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|slow|rule_of_thirds,0,fake
6777371530625158405,5.0,3.513,6.78,0.5,0.82,0.187,3.0,0.0,1.0,0.0,1.0,0.3,fast,fast,medium_contrast,bright_sunny,cool_tone,cool_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|fast|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds,0,fake
6777443546766036230,2.0,8.425,1.779,0.046,0.196,0.264,1.0,0.0,1.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777475492443376902,1.0,8.533,0.0,0.128,0.852,0.22,0.0,0.0,0.0,0.0,1.0,0.3,slow,slow,medium_contrast,bright_sunny,warm_tone,warm_tone,medium_contrast,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|dolly_out|rule_of_thirds,0,fake
6777542088306199813,1.0,8.508,0.0,0.066,0.903,0.183,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,medium_contrast,bright_sunny,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,0,fake
6777572210904288517,1.0,8.208,0.0,0.204,0.727,0.324,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,high_contrast,bright_sunny,warm_tone,warm_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777647612846722309,1.0,8.542,0.0,0.111,0.816,0.283,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,bright_sunny,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777693964343512326,1.0,8.067,0.0,0.113,0.812,0.266,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,bright_sunny,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777721659378978053,2.0,7.516,1.991,0.186,0.862,0.252,1.0,1.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,bright_sunny,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6777883293959458053,1.0,9.6,0.0,0.014,0.97,0.096,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,soft_low_contrast,bright_sunny,warm_tone,warm_tone,soft_low_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|soft_low_contrast|narrative_style|slow|rule_of_thirds,0,fake
6782316647144230150,2.0,7.083,2.113,0.625,0.014,0.069,1.0,0.0,0.0,1.0,0.0,0.3,slow,slow,soft_low_contrast,dim_low_light,warm_tone,warm_tone,soft_low_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|soft_low_contrast|narrative_style|slow|rule_of_thirds,0,fake
6788172617862991110,1.0,40.0,0.0,0.072,0.354,0.374,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6790881764828122373,3.0,3.849,5.167,0.247,0.755,0.313,0.0,1.0,1.0,0.0,1.0,0.3,fast,fast,high_contrast,bright_sunny,warm_tone,warm_tone,high_contrast,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,fast|medium_shot|documentary_style|pan_horizontal|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,0,fake
6795508387019869446,6.0,3.511,7.064,0.361,0.501,0.255,0.0,1.0,0.0,3.0,2.0,0.3,fast,fast,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,fast|medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,0,fake
6796680140026809606,2.0,3.5,4.266,0.088,0.651,0.398,0.0,0.0,1.0,0.0,1.0,0.3,moderate,moderate,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,tilt_vertical|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds|moderate,0,fake
6798337124996287749,5.0,2.983,7.974,0.39,0.227,0.17,1.0,0.0,2.0,1.0,1.0,0.3,fast,fast,medium_contrast,dim_low_light,cool_tone,cool_tone,medium_contrast,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style,tilt_vertical|cool_tone|fast|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds,0,fake
6800115053153586437,4.0,3.483,6.413,0.015,0.033,0.169,4.0,0.0,0.0,0.0,0.0,0.3,fast,fast,medium_contrast,dim_low_light,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|fast|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|rule_of_thirds,0,fake
6806454003065425157,2.0,28.045,0.535,0.29,0.625,0.265,0.0,0.0,2.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,tilt_vertical|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,1,real
6808549112624024837,1.0,55.667,0.0,0.103,0.19,0.314,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,1,real
6811524840206617861,1.0,59.059,0.0,0.219,0.609,0.241,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style,cool_tone|medium_shot|dolly_in|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,1,real
6814483476033719558,1.0,21.999,0.0,0.254,0.233,0.293,0.0,0.0,0.0,0.0,0.0,0.7,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,long_shot,static_shot,symmetrical_composition|rule_of_thirds,warm_mood|documentary_style,long_shot|static_shot|slow|symmetrical_composition|rule_of_thirds|warm_tone|high_contrast|warm_mood|documentary_style,1,real
6814676529746873605,1.0,9.467,0.0,0.044,0.152,0.216,0.0,1.0,0.0,0.0,0.0,0.3,slow,slow,medium_contrast,dim_low_light,warm_tone,warm_tone,medium_contrast,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|medium_contrast|pan_horizontal|documentary_style|warm_tone|warm_mood|narrative_style|slow|rule_of_thirds,1,real
6819359933289614597,2.0,12.284,1.22,0.456,0.186,0.278,1.0,1.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,cool_tone,cool_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|medium_shot|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,1,real
6821137117062712582,1.0,58.943,0.0,0.616,0.599,0.175,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,medium_contrast,overcast_neutral,cool_tone,cool_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,medium_shot|static_shot|slow|rule_of_thirds|cool_tone|medium_contrast|documentary_style|narrative_style,1,real
6821398646605565189,11.0,2.594,10.392,0.401,0.334,0.367,8.0,1.0,1.0,1.0,0.0,0.3,very_fast,very_fast,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|very_fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,0,fake
6826046196797213957,2.0,8.183,1.829,0.039,0.801,0.178,1.0,0.0,0.0,1.0,0.0,0.3,slow,slow,medium_contrast,bright_sunny,cool_tone,cool_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|medium_shot|medium_contrast|documentary_style|narrative_style|slow|rule_of_thirds,0,fake
6829932933420207365,1.0,48.133,0.0,0.021,0.142,0.326,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6832546052864740613,1.0,30.333,0.0,0.323,0.734,0.216,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,medium_contrast,bright_sunny,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,0,fake
6832739244415388934,6.0,4.889,5.085,0.157,0.111,0.236,6.0,0.0,0.0,0.0,0.0,0.3,fast,fast,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|fast|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|rule_of_thirds,0,fake
6834182607845084422,1.0,12.9,0.0,0.177,0.583,0.293,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6837868446168943878,1.0,14.9,0.0,0.302,0.637,0.398,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|medium_shot|documentary_style|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6838445488103050501,1.0,57.391,0.0,0.373,0.693,0.316,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|high_contrast|documentary_style|narrative_style|warm_mood,0,fake
6839359930542132486,1.0,59.1,0.0,0.247,0.14,0.242,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6839842303843126534,1.0,8.542,0.0,0.257,0.564,0.382,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6840520057190157574,1.0,59.033,0.0,0.092,0.679,0.417,0.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|static_shot|slow|rule_of_thirds|warm_tone|high_contrast|documentary_style|narrative_style|warm_mood,0,fake
6844067011400584454,2.0,3.466,4.317,0.251,0.332,0.128,1.0,0.0,1.0,0.0,0.0,0.3,moderate,moderate,medium_contrast,dim_low_light,cool_tone,cool_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds|moderate,0,fake
6846230109645540614,5.0,7.474,3.2,0.653,0.447,0.27,0.0,3.0,1.0,1.0,0.0,0.3,moderate,moderate,high_contrast,dim_low_light,cool_tone,cool_tone,high_contrast,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style,cool_tone|medium_shot|documentary_style|pan_horizontal|high_contrast|narrative_style|rule_of_thirds|moderate,0,fake
6846630178144275717,3.0,5.283,3.77,0.189,0.425,0.286,0.0,0.0,0.0,1.0,2.0,0.3,moderate,moderate,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|dolly_out|rule_of_thirds|moderate,1,real
6847218541335203078,4.0,3.679,6.075,0.513,0.614,0.288,1.0,1.0,1.0,1.0,0.0,0.3,fast,fast,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|fast|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds,0,fake
6850636029737684229,4.0,3.317,6.733,0.204,0.63,0.204,1.0,1.0,1.0,1.0,0.0,0.3,fast,fast,medium_contrast,overcast_neutral,cool_tone,cool_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|fast|medium_shot|medium_contrast|documentary_style|narrative_style|rule_of_thirds,0,fake
6852436807171345670,4.0,2.797,8.0,0.541,0.487,0.158,1.0,0.0,1.0,0.0,1.0,0.3,very_fast,very_fast,medium_contrast,overcast_neutral,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|very_fast|medium_shot|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,0,fake
6853402007714237702,3.0,19.967,1.001,0.439,0.048,0.127,2.0,0.0,0.0,1.0,0.0,0.3,slow,slow,medium_contrast,dim_low_light,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,0,fake
6853750009016372485,5.0,3.747,6.36,0.258,0.576,0.174,4.0,0.0,0.0,1.0,0.0,0.3,fast,fast,medium_contrast,overcast_neutral,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|fast|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|rule_of_thirds,0,fake
6855104469017922822,2.0,18.665,0.803,0.213,0.348,0.272,2.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6856516439092858118,3.0,12.989,1.537,0.087,0.209,0.313,2.0,0.0,1.0,0.0,0.0,0.3,slow,slow,high_contrast,dim_low_light,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,1,real
6857242721631964421,24.0,1.364,20.597,0.133,0.543,0.221,7.0,0.0,0.0,13.0,4.0,0.3,very_fast,very_fast,medium_contrast,overcast_neutral,cool_tone,cool_tone,medium_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style,cool_tone|very_fast|medium_shot|dolly_in|medium_contrast|documentary_style|narrative_style|rule_of_thirds,0,fake
6857900573354691845,1.0,54.567,0.0,0.131,0.554,0.35,1.0,0.0,0.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6858365169844702469,1.0,24.944,0.0,0.146,0.7,0.153,0.0,0.0,0.0,1.0,0.0,0.3,slow,slow,medium_contrast,overcast_neutral,cool_tone,cool_tone,medium_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style,cool_tone|medium_shot|dolly_in|medium_contrast|documentary_style|narrative_style|slow|rule_of_thirds,0,fake
6859376690678779142,1.0,13.633,0.0,0.358,0.54,0.234,0.0,0.0,1.0,0.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,tilt_vertical|medium_shot|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6859419506465312006,6.0,2.478,9.978,0.398,0.513,0.183,2.0,1.0,2.0,1.0,0.0,0.3,very_fast,very_fast,medium_contrast,overcast_neutral,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|very_fast|medium_shot|medium_contrast|documentary_style|warm_tone|warm_mood|narrative_style|rule_of_thirds,0,fake
6859532326003657990,4.0,11.883,1.889,0.469,0.483,0.224,1.0,0.0,0.0,1.0,1.0,0.3,slow,slow,medium_contrast,overcast_neutral,warm_tone,warm_tone,medium_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|medium_contrast|documentary_style|warm_mood|warm_tone|narrative_style|slow|rule_of_thirds,0,fake
6859895996969667846,1.0,19.367,0.0,0.418,0.705,0.222,0.0,0.0,0.0,0.0,1.0,0.3,slow,slow,medium_contrast,bright_sunny,cool_tone,cool_tone,medium_contrast,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style,medium_shot|dolly_out|slow|rule_of_thirds|cool_tone|medium_contrast|documentary_style|narrative_style,0,fake
6860162117799120129,2.0,22.25,0.674,0.478,0.502,0.232,0.0,0.0,0.0,2.0,0.0,0.3,slow,slow,high_contrast,overcast_neutral,warm_tone,warm_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style|warm_mood,medium_shot|dolly_in|documentary_style|warm_mood|warm_tone|high_contrast|narrative_style|slow|rule_of_thirds,0,fake
6860523005680815366,4.0,4.7,4.762,0.217,0.624,0.27,2.0,0.0,0.0,1.0,1.0,0.3,moderate,moderate,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,cool_tone|static_shot|medium_shot|documentary_style|high_contrast|narrative_style|rule_of_thirds|moderate,0,fake
6861058872870784261,13.0,2.274,11.984,0.263,0.626,0.251,1.0,0.0,3.0,6.0,1.0,0.3,very_fast,very_fast,high_contrast,overcast_neutral,cool_tone,cool_tone,high_contrast,medium_shot,dolly_in,rule_of_thirds,documentary_style|narrative_style,cool_tone|very_fast|medium_shot|dolly_in|documentary_style|high_contrast|narrative_style|rule_of_thirds,0,fake
