video_id,stats.video_name,stats.num_shots,stats.avg_shot_len_sec,stats.cuts_per_30s,stats.lighting.s_mean,stats.lighting.v_mean,stats.lighting.v_std,stats.movement_counts.static_shot,stats.movement_counts.pan_horizontal,stats.movement_counts.tilt_vertical,stats.movement_counts.dolly_in,stats.movement_counts.dolly_out,stats.editing_rhythm_guess,stats.lighting.quality,stats.lighting.condition,stats.lighting.color_temperature,analysis.video_analysis.editing_rhythm,analysis.video_analysis.color_tone,analysis.video_analysis.lighting_style,analysis.video_analysis.confidence_score,analysis.video_analysis.shot_types,analysis.video_analysis.camera_movements,analysis.video_analysis.composition_styles,analysis.video_analysis.overall_style,analysis.style_tags
3x2mm7xmj8wpq5m,3x2mm7xmj8wpq5m.mp4,5.0,4.673,5.106,0.183,0.636,0.413,4.0,0.0,0.0,1.0,0.0,fast,high_contrast,overcast_neutral,warm_tone,fast,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|fast|warm_mood|warm_tone
3x2qbcnaz6iin6a,3x2qbcnaz6iin6a.mp4,1.0,6.767,0.0,0.289,0.416,0.322,0.0,1.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|slow|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x2qdx6vwrnaeqy,3x2qdx6vwrnaeqy.mp4,1.0,106.967,0.0,0.194,0.708,0.238,0.0,0.0,1.0,0.0,0.0,slow,high_contrast,bright_sunny,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|slow|rule_of_thirds|medium_shot|tilt_vertical|documentary_style|warm_mood|warm_tone
3x2rcnynrkcq2t2,3x2rcnynrkcq2t2.mp4,1.0,43.333,0.0,0.598,0.311,0.377,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x2svp7wtrysakk,3x2svp7wtrysakk.mp4,1.0,12.417,0.0,0.15,0.26,0.326,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x2t7ggzjjt2rxy,3x2t7ggzjjt2rxy.mp4,8.0,1.308,19.626,0.296,0.553,0.243,6.0,1.0,1.0,0.0,0.0,very_fast,high_contrast,overcast_neutral,warm_tone,very_fast,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|very_fast|warm_mood|warm_tone
3x2td3pk9g35gq2,3x2td3pk9g35gq2.mp4,1.0,8.967,0.0,0.343,0.617,0.245,0.0,0.0,1.0,0.0,0.0,slow,high_contrast,overcast_neutral,cool_tone,slow,cool_tone,high_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style,high_contrast|narrative_style|cool_tone|slow|rule_of_thirds|medium_shot|tilt_vertical|documentary_style
3x2upyknqurag54,3x2upyknqurag54.mp4,1.0,8.52,0.0,0.2,0.359,0.285,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,static_shot|medium_shot|high_contrast|documentary_style|warm_mood|slow|rule_of_thirds|narrative_style|warm_tone
3x2vrs88h8z6szq,3x2vrs88h8z6szq.mp4,2.0,4.05,3.689,0.351,0.47,0.196,0.0,0.0,0.0,0.0,2.0,moderate,medium_contrast,overcast_neutral,warm_tone,moderate,warm_tone,medium_contrast,0.3,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style|warm_mood,dolly_out|narrative_style|rule_of_thirds|medium_shot|documentary_style|medium_contrast|moderate|warm_mood|warm_tone
3x2x7x8gg67q3be,3x2x7x8gg67q3be.mp4,3.0,4.16,4.777,0.238,0.527,0.276,1.0,0.0,1.0,1.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x2xkqtcffyy486,3x2xkqtcffyy486.mp4,2.0,16.0,0.936,0.278,0.369,0.277,1.0,0.0,0.0,1.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x2zch5gn4zh9tm,3x2zch5gn4zh9tm.mp4,1.0,13.88,0.0,0.142,0.408,0.382,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x32xpnzvy8zprk,3x32xpnzvy8zprk.mp4,1.0,7.767,0.0,0.24,0.419,0.333,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x34p5rv5rty2kq,3x34p5rv5rty2kq.mp4,2.0,5.833,2.564,0.094,0.732,0.187,2.0,0.0,0.0,0.0,0.0,slow,medium_contrast,bright_sunny,warm_tone,slow,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|medium_contrast|warm_mood|warm_tone
3x34txsgh77wg3a,3x34txsgh77wg3a.mp4,10.0,4.193,6.393,0.174,0.615,0.211,2.0,4.0,2.0,1.0,1.0,fast,medium_contrast,overcast_neutral,warm_tone,fast,warm_tone,medium_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|fast|medium_contrast|warm_mood|warm_tone
3x3683vyxjb8jte,3x3683vyxjb8jte.mp4,1.0,29.92,0.0,0.426,0.244,0.318,0.0,0.0,0.0,0.0,1.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style|warm_mood,dolly_out|high_contrast|narrative_style|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x36yd4pq593xgq,3x36yd4pq593xgq.mp4,2.0,1.753,8.463,0.143,0.716,0.118,1.0,0.0,0.0,0.0,1.0,very_fast,soft_low_contrast,bright_sunny,warm_tone,very_fast,warm_tone,soft_low_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|soft_low_contrast|rule_of_thirds|medium_shot|documentary_style|very_fast|warm_mood|warm_tone
3x37hj7i43bnwxa,3x37hj7i43bnwxa.mp4,3.0,6.422,3.104,0.364,0.493,0.305,1.0,2.0,0.0,0.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x3844w57698meu,3x3844w57698meu.mp4,1.0,13.633,0.0,0.403,0.478,0.304,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,overcast_neutral,cool_tone,slow,cool_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,high_contrast|narrative_style|static_shot|cool_tone|slow|rule_of_thirds|medium_shot|documentary_style
3x38ctqewjb8hmu,3x38ctqewjb8hmu.mp4,1.0,10.542,0.0,0.199,0.533,0.286,0.0,0.0,0.0,0.0,1.0,slow,high_contrast,overcast_neutral,cool_tone,slow,cool_tone,high_contrast,0.3,medium_shot,dolly_out,rule_of_thirds,documentary_style|narrative_style,dolly_out|high_contrast|narrative_style|cool_tone|slow|rule_of_thirds|medium_shot|documentary_style
3x3b5qt4kh322tu,3x3b5qt4kh322tu.mp4,1.0,21.533,0.0,0.132,0.775,0.264,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,bright_sunny,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3bemanmjsg9j9,3x3bemanmjsg9j9.mp4,2.0,5.65,2.647,0.318,0.427,0.266,1.0,0.0,0.0,1.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3ckmbkc4fr3b2,3x3ckmbkc4fr3b2.mp4,1.0,31.667,0.0,0.082,0.731,0.28,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,bright_sunny,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3d9amy5hstrcw,3x3d9amy5hstrcw.mp4,1.0,17.726,0.0,0.109,0.568,0.211,1.0,0.0,0.0,0.0,0.0,slow,medium_contrast,overcast_neutral,warm_tone,slow,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|medium_contrast|warm_mood|warm_tone
3x3e23czmz7bhxa,3x3e23czmz7bhxa.mp4,2.0,10.26,1.459,0.358,0.435,0.181,1.0,0.0,1.0,0.0,0.0,slow,medium_contrast,dim_low_light,warm_tone,slow,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|medium_contrast|warm_mood|warm_tone
3x3e2d9kw3d38fc,3x3e2d9kw3d38fc.mp4,3.0,5.267,3.778,0.381,0.506,0.24,3.0,0.0,0.0,0.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x3j8ngqac98k5i,3x3j8ngqac98k5i.mp4,14.0,2.431,11.315,0.169,0.433,0.299,13.0,1.0,0.0,0.0,0.0,very_fast,high_contrast,dim_low_light,warm_tone,very_fast,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|very_fast|warm_mood|warm_tone
3x3n7i5r7mx3zqc,3x3n7i5r7mx3zqc.mp4,7.0,4.297,5.934,0.814,0.397,0.219,5.0,1.0,0.0,1.0,0.0,fast,medium_contrast,dim_low_light,cool_tone,fast,cool_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,narrative_style|static_shot|cool_tone|rule_of_thirds|medium_shot|documentary_style|medium_contrast|fast
3x3nakwg44m3c8q,3x3nakwg44m3c8q.mp4,1.0,9.1,0.0,0.285,0.469,0.301,0.0,1.0,0.0,0.0,0.0,slow,high_contrast,overcast_neutral,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|slow|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3p585pre2uq8c,3x3p585pre2uq8c.mp4,1.0,6.333,0.0,0.5,0.586,0.388,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,overcast_neutral,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3q3hahn6m93cw,3x3q3hahn6m93cw.mp4,3.0,2.689,7.377,0.528,0.907,0.209,3.0,0.0,0.0,0.0,0.0,fast,medium_contrast,bright_sunny,cool_tone,fast,cool_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,narrative_style|static_shot|cool_tone|rule_of_thirds|medium_shot|documentary_style|medium_contrast|fast
3x3r8a3maezknyw,3x3r8a3maezknyw.mp4,6.0,2.683,9.221,0.264,0.545,0.339,4.0,1.0,1.0,0.0,0.0,very_fast,high_contrast,overcast_neutral,warm_tone,very_fast,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|very_fast|warm_mood|warm_tone
3x3rg3rthx6yk8e,3x3rg3rthx6yk8e.mp4,1.0,5.6,0.0,0.184,0.52,0.258,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,overcast_neutral,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3tsjvcbd8wzpi,3x3tsjvcbd8wzpi.mp4,3.0,6.167,3.232,0.235,0.451,0.18,2.0,0.0,0.0,1.0,0.0,moderate,medium_contrast,overcast_neutral,warm_tone,moderate,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|medium_contrast|moderate|warm_mood|warm_tone
3x3vr3xw2phwdxg,3x3vr3xw2phwdxg.mp4,1.0,10.867,0.0,0.131,0.39,0.358,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x3ybfqfsw8k3kw,3x3ybfqfsw8k3kw.mp4,3.0,4.455,4.467,0.131,0.622,0.271,1.0,1.0,0.0,1.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x432tjvxinwezy,3x432tjvxinwezy.mp4,2.0,1.749,8.491,0.764,0.796,0.165,2.0,0.0,0.0,0.0,0.0,very_fast,medium_contrast,bright_sunny,warm_tone,very_fast,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|medium_contrast|very_fast|warm_mood|warm_tone
3x43idxk5w5vrxw,3x43idxk5w5vrxw.mp4,3.0,5.613,3.546,0.19,0.769,0.257,2.0,0.0,0.0,1.0,0.0,moderate,high_contrast,bright_sunny,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x44qdubkgakpya,3x44qdubkgakpya.mp4,3.0,2.611,7.595,0.389,0.647,0.202,2.0,1.0,0.0,0.0,0.0,fast,medium_contrast,overcast_neutral,warm_tone,fast,warm_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|fast|medium_contrast|warm_mood|warm_tone
3x45r2zhabatrie,3x45r2zhabatrie.mp4,2.0,15.32,0.978,0.152,0.688,0.363,0.0,1.0,0.0,0.0,1.0,slow,high_contrast,overcast_neutral,cool_tone,slow,cool_tone,high_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style,high_contrast|narrative_style|cool_tone|slow|pan_horizontal|rule_of_thirds|medium_shot|documentary_style
3x47b3x2jxzeu9s,3x47b3x2jxzeu9s.mp4,1.0,32.7,0.0,0.286,0.543,0.219,0.0,1.0,0.0,0.0,0.0,slow,medium_contrast,overcast_neutral,cool_tone,slow,cool_tone,medium_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style,narrative_style|cool_tone|slow|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|medium_contrast
3x47nmzxjjrrxjw,3x47nmzxjjrrxjw.mp4,4.0,4.442,5.037,0.23,0.696,0.178,0.0,0.0,4.0,0.0,0.0,fast,medium_contrast,overcast_neutral,cool_tone,fast,cool_tone,medium_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style,narrative_style|cool_tone|rule_of_thirds|medium_shot|tilt_vertical|documentary_style|medium_contrast|fast
3x48ret89vhanji,3x48ret89vhanji.mp4,3.0,5.267,3.778,0.132,0.534,0.234,1.0,1.0,1.0,0.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x497g6axqey4i2,3x497g6axqey4i2.mp4,9.0,8.819,3.016,0.585,0.466,0.221,1.0,0.0,3.0,3.0,2.0,moderate,medium_contrast,overcast_neutral,warm_tone,moderate,warm_tone,medium_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|rule_of_thirds|medium_shot|tilt_vertical|documentary_style|medium_contrast|moderate|warm_mood|warm_tone
3x4b4heing4qn8a,3x4b4heing4qn8a.mp4,3.0,5.018,3.968,0.135,0.848,0.23,2.0,0.0,1.0,0.0,0.0,moderate,high_contrast,bright_sunny,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|rule_of_thirds|medium_shot|documentary_style|moderate|warm_mood|warm_tone
3x4f6tcsx5eg5me,3x4f6tcsx5eg5me.mp4,2.0,6.6,2.267,0.405,0.168,0.178,0.0,0.0,2.0,0.0,0.0,slow,medium_contrast,dim_low_light,warm_tone,slow,warm_tone,medium_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|slow|rule_of_thirds|medium_shot|tilt_vertical|documentary_style|medium_contrast|warm_mood|warm_tone
3x4fprj2y3wkpqq,3x4fprj2y3wkpqq.mp4,1.0,55.12,0.0,0.166,0.569,0.339,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,overcast_neutral,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
3x4h25rqxf99t7i,3x4h25rqxf99t7i.mp4,3.0,2.111,9.375,0.203,0.516,0.217,1.0,1.0,1.0,0.0,0.0,very_fast,medium_contrast,overcast_neutral,cool_tone,very_fast,cool_tone,medium_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style,narrative_style|static_shot|cool_tone|rule_of_thirds|medium_shot|documentary_style|medium_contrast|very_fast
3x4hfzaq6dgb4k9,3x4hfzaq6dgb4k9.mp4,1.0,9.767,0.0,0.234,0.711,0.264,0.0,0.0,1.0,0.0,0.0,slow,high_contrast,bright_sunny,cool_tone,slow,cool_tone,high_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style,high_contrast|narrative_style|cool_tone|slow|rule_of_thirds|medium_shot|tilt_vertical|documentary_style
3x4hr9wjkn9q6uw,3x4hr9wjkn9q6uw.mp4,4.0,3.392,6.585,0.403,0.258,0.215,1.0,2.0,1.0,0.0,0.0,fast,medium_contrast,dim_low_light,warm_tone,fast,warm_tone,medium_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|fast|medium_contrast|warm_mood|warm_tone
3x4p7wvtv2pd9bg,3x4p7wvtv2pd9bg.mp4,2.0,4.633,3.232,0.242,0.495,0.4,0.0,0.0,1.0,1.0,0.0,moderate,high_contrast,overcast_neutral,warm_tone,moderate,warm_tone,high_contrast,0.3,medium_shot,tilt_vertical,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|rule_of_thirds|medium_shot|tilt_vertical|documentary_style|moderate|warm_mood|warm_tone
3x4q9qnsrpvf4je,3x4q9qnsrpvf4je.mp4,1.0,16.12,0.0,0.018,0.264,0.203,0.0,1.0,0.0,0.0,0.0,slow,medium_contrast,dim_low_light,warm_tone,slow,warm_tone,medium_contrast,0.3,medium_shot,pan_horizontal,rule_of_thirds,documentary_style|narrative_style|warm_mood,narrative_style|slow|pan_horizontal|rule_of_thirds|medium_shot|documentary_style|medium_contrast|warm_mood|warm_tone
3x4tpy4899xiyie,3x4tpy4899xiyie.mp4,1.0,13.433,0.0,0.184,0.244,0.358,1.0,0.0,0.0,0.0,0.0,slow,high_contrast,dim_low_light,warm_tone,slow,warm_tone,high_contrast,0.3,medium_shot,static_shot,rule_of_thirds,documentary_style|narrative_style|warm_mood,high_contrast|narrative_style|static_shot|slow|rule_of_thirds|medium_shot|documentary_style|warm_mood|warm_tone
