procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0 1030464 167226400  30308 772325696    0    0     0    40 12756 5047  3  0 97  0  0
 6  0 1030464 167225632  30308 772325696    0    0     0     0 13571 6522  4  0 96  0  0
 6  0 1030464 167224608  30308 772325696    0    0     0     0 10779 4058  3  0 97  0  0
 6  0 1030464 167225856  30308 772325760    0    0     0    96 12478 6522  3  0 97  0  0
 6  0 1030464 167226048  30308 772325760    0    0     0    11 14028 4529  4  0 96  0  0
 6  0 1030464 167223648  30308 772325760    0    0     0   137 15810 5384  3  0 97  0  0
 6  0 1030464 167223216  30308 772325760    0    0     0     0 17504 5829  3  0 97  0  0
 6  0 1030464 167224128  30308 772325760    0    0    28  1668 153104 6896  7  0 92  0  0
133  0 1030464 167223088  30308 772325760    0    0   128     0 632611 15620 22  1 77  0  0
 6  0 1030464 167216864  30308 772325952    0    0   152     0 420739 16923 21  1 78  0  0
133  0 1030464 167216688  30308 772326144    0    0   112     2 829358 13292 25  1 73  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 6  0 1030464 167215376  30308 772326144    0    0     0    52 1203169 11913 45  3 53  0  0
 6  0 1030464 167214896  30308 772326208    0    0     0     0 14171 4575  4  0 96  0  0
 6  0 1030464 167215776  30308 772326208    0    0     0  2004 11522 4858  3  0 97  0  0
 6  0 1030464 167215984  30308 772326208    0    0     0    24 11876 5889  3  0 97  0  0
 6  0 1030464 167215616  30308 772326208    0    0     0     0 13715 4717  4  0 96  0  0
 7  0 1030464 167214848  30308 772326208    0    0     0    22 11358 4998  3  0 97  0  0
 6  0 1030464 167214800  30308 772326208    0    0     0    57 12417 4779  4  0 96  0  0
 6  0 1030464 167214624  30308 772326208    0    0     0   102 12757 4679  4  0 96  0  0
 6  0 1030464 167214720  30308 772326208    0    0     0    30 12953 6175  3  0 97  0  0
 6  0 1030464 167224736  30308 772326272    0    0     0   512 13540 4822  4  0 96  0  0
 7  0 1030464 167219920  30308 772326272    0    0     0   729 11885 5532  3  0 97  0  0
 6  0 1030464 167219360  30308 772326272    0    0     0  8488 13163 5294  3  0 97  0  0
 7  0 1030464 167220112  30308 772326272    0    0     0   117 27805 4678  4  0 96  0  0
 6  0 1030464 167220240  30308 772326272    0    0     0    18 11173 4320  3  0 97  0  0
 6  0 1030464 167219424  30308 772326272    0    0     0     0 11752 5024  3  0 97  0  0
 6  0 1030464 167219200  30308 772326272    0    0     0     0 13257 5556  4  0 96  0  0
11  0 1030464 167183328  30308 772326336    0    0     0    33 16169 11277  3  0 97  0  0
 7  0 1030464 167194816  30308 772326336    0    0   104   229 73280 29747 15  1 84  0  0
133  0 1030464 167194336  30308 772326592    0    0   188   132 75966 32507 22  1 77  0  0
262  0 1030464 166727632  30308 772326720    0    0   120     0 1031355 27372 43  2 54  0  0
 7  0 1030464 167194624  30308 772327232    0    0     0  1618 69571 21159 14  1 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0 1030464 167191488  30308 772326720    0    0     0     0 18088 17074  3  0 96  0  0
 6  0 1030464 167191088  30308 772326720    0    0     0     0 17778 17834  3  0 96  0  0
 7  0 1030464 167192256  30308 772326720    0    0     0  3036 12942 5268  4  0 96  0  0
 6  0 1030464 167191184  30308 772326720    0    0     0     3 13385 4666  4  0 96  0  0
 6  0 1030464 167192512  30308 772326784    0    0     0     0 15325 9622  3  0 97  0  0
 7  0 1030464 167191040  30308 772326784    0    0     0     0 14249 5460  4  0 96  0  0
 6  0 1030464 167207088  30308 772326784    0    0     0     0 14047 6759  3  0 97  0  0
 6  0 1030464 167207552  30308 772326784    0    0     0  2754 13493 5163  4  0 96  0  0
 6  0 1030464 167207088  30308 772326784    0    0     0     0 11356 4419  3  0 97  0  0
 6  0 1030464 166612944  30308 772572736    0    0     0     0 12825 4609  3  0 97  0  0
 7  0 1030464 167207344  30308 772326784    0    0     0 347800 19209 6533  3  0 96  0  0
 6  0 1030464 167207600  30308 772326784    0    0     0     0 10728 4087  3  0 97  0  0
 7  0 1030464 167208064  30308 772326784    0    0     0    11 11197 4312  3  0 97  0  0
 6  0 1030464 167208768  30308 772326784    0    0     0     0 13425 5722  4  0 96  0  0
 6  0 1030464 167207856  30308 772326784    0    0     0     0 12175 5818  3  0 97  0  0
 9  0 1030464 167207472  30308 772326976    0    0   172     0 194841 19595 25  1 75  0  0
 6  0 1030464 167202048  30308 772326976    0    0   152    32 129963 17005 21  1 78  0  0
133  0 1030464 166482416  30308 772327168    0    0    68    57 1177615 13928 48  3 49  0  0
 7  0 1030464 167214704  30308 772327168    0    0     0   349 48636 5254  7  0 93  0  0
 6  0 1030464 167214784  30308 772327168    0    0     0    20 11041 4318  3  0 97  0  0
